oem,oem_norm,hr_raw,hr_code,matched
RO128,RO128,HR6075,HR 6075,1
RO129,RO129,HR7127,HR 7127,1
RO130,RO130,HR6018,HR 6018,1
RO131,RO131,HR6260,HR 6260,1
RO133,RO133,HR7035,HR 7035,1
RO134,RO134,HR7292,HR 7292,1
RO135,RO135,HR6573,HR 6573,1
RO136,RO136,HR6500,HR 6500,1
RO137,RO137,HR6502,HR 6502,1
RO138,RO138,HR6501,HR 6501,1
RO139,RO139,HR7582,HR 7582,1
RO140,RO140,HR6572,HR 6572,1
RO141,RO141,HR6595,HR 6595,1
RO142,RO142,HR6573,HR 6573,1
RO143,RO143,HR7240,HR 7240,1
RO144,RO144,HR6141,HR 6141,1
RO145,RO145,HR6133,HR 6133,1
RO146,RO146,HR6040,HR 6040,1
RO147,RO147,HR7299,HR 7299,1
RO148,RO148,HR8188,HR 8188,1
RO149,RO149,HR7839,HR 7839,1
RO150,RO150,HR8665,HR 8665,1
RO151,RO151,HR8687,HR 8687,1
RO152,RO152,HR7140,HR 7140,1
RO153,RO153,HR8162,HR 8162,1
RO155,RO155,HR7187,HR 7187,1
RO157,RO157,HR7787,HR 7787,1
RO158,RO158,HR8491,HR 8491,1
RO159,RO159,HR8379,HR 8379,1
RO161,RO161,HR7254,HR 7254,1
RO162,RO162,HR7456,HR 7456,1
RO163,RO163,HR7468,HR 7468,1
RO164,RO164,HR7128,HR 7128,1
RO165,RO165,HR7577,HR 7577,1
RO166,RO166,HR7386,HR 7386,1
RO167,RO167,HR7571,HR 7571,1
RO168,RO168,HR7577,HR 7577,1
RO169,RO169,HR7577,HR 7577,1
RO170,RO170,HR8218,HR 8218,1
RO171,RO171,HR8376,HR 8376,1
RO172,RO172,HR81362,HR 81362,1
RO173,RO173,HR80358,HR 80358,1
RO174,RO174,HR5705,HR 5705,1
RO175,RO175,HR5719,HR 5719,1
RO176,RO176,HR6028,HR 6028,1
RO177,RO177,HR6062,HR 6062,1
RO178,RO178,HR8055,HR 8055,1
RO179,RO179,HR6465,HR 6465,1
RO180,RO180,HR7317,HR 7317,1
RO181,RO181,HR7310,HR 7310,1
RO182,RO182,HR7315,HR 7315,1
RO183,RO183,HR7309,HR 7309,1
RO184,RO184,HR7308,HR 7308,1
RO185,RO185,HR6021,HR 6021,1
RO186,RO186,HR7871,HR 7871,1
RO187,RO187,HR7578,HR 7578,1
RO188,RO188,HR7666,HR 7666,1
RO189,RO189,HR7452,HR 7452,1
RO190,RO190,HR7452,HR 7452,1
RO191,RO191,HR7452,HR 7452,1
RO192,RO192,HR6272,HR 6272,1
RO193,RO193,HR7559,HR 7559,1
RO194,RO194,HR7531,HR 7531,1
RO195,RO195,HR7345,HR 7345,1
RO196,RO196,HR7140,HR 7140,1
RO199,RO199,HR7762,HR 7762,1
RO200,RO200,HR6324,HR 6324,1
RO201,RO201,HR6308,HR 6308,1
RO202,RO202,HR6317,HR 6317,1
RO204,RO204,HR6306,HR 6306,1
RO205,RO205,HR7462,HR 7462,1
RO206,RO206,HR8600,HR 8600,1
RO207,RO207,HR6303,HR 6303,1
RO208,RO208,HR7796,HR 7796,1
RO209,RO209,HR80349,HR 80349,1
RO210,RO210,HR6412,HR 6412,1
RO211,RO211,HR7533,HR 7533,1
RO212,RO212,HR6413,HR 6413,1
RO213,RO213,HR5711,HR 5711,1
RO214,RO214,HR7457,HR 7457,1
RO215,RO215,HR6200,HR 6200,1
RO216,RO216,HR6319,HR 6319,1
RO217,RO217,HR6301,HR 6301,1
RO218,RO218,HR6300,HR 6300,1
RO219,RO219,HR6301,HR 6301,1
RO220,RO220,HR6302,HR 6302,1
RO221,RO221,HR6310,HR 6310,1
RO222,RO222,HR6312,HR 6312,1
RO223,RO223,HR6320,HR 6320,1
RO224,RO224,HR6321,HR 6321,1
RO225,RO225,HR6322,HR 6322,1
RO226,RO226,HR6323,HR 6323,1
RO227,RO227,HR6504,HR 6504,1
RO228,RO228,HR7400,HR 7400,1
RO229,RO229,HR7401,HR 7401,1
RO230,RO230,HR6403,HR 6403,1
RO231,RO231,HR7477,HR 7477,1
RO232,RO232,HR7443,HR 7443,1
RO233,RO233,HR7618,HR 7618,1
RO234,RO234,HR7605,HR 7605,1
RO235,RO235,HR7918,HR 7918,1
RO236,RO236,HR7439,HR 7439,1
RO237,RO237,HR7830,HR 7830,1
RO238,RO238,HR8349,HR 8349,1
RO239,RO239,HR7719,HR 7719,1
RO240,RO240,HR8190,HR 8190,1
RO241,RO241,HR7736,HR 7736,1
RO242,RO242,HR6316,HR 6316,1
RO243,RO243,HR7142,HR 7142,1
RO245,RO245,HR6404,HR 6404,1
RO247,RO247,HR6309,HR 6309,1
RO249,RO249,HR7644,HR 7644,1
RO250,RO250,HR7105,HR 7105,1
RO251,RO251,HR6043,HR 6043,1
RO252,RO252,HR8185,HR 8185,1
RO253,RO253,HR7018,HR 7018,1
RO254,RO254,HR7471,HR 7471,1
RO255,RO255,HR7460,HR 7460,1
RO257,RO257,HR7583,HR 7583,1
RO260,RO260,HR8357,HR 8357,1
RO261,RO261,HR7527,HR 7527,1
RO262,RO262,HR7789,HR 7789,1
RO263,RO263,HR7527,HR 7527,1
RO264,RO264,HR7777,HR 7777,1
RO265,RO265,HR7709,HR 7709,1
RO266,RO266,HR7604,HR 7604,1
RO267,RO267,HR8352,HR 8352,1
RO268,RO268,HR7462,HR 7462,1
RO269,RO269,HR8080,HR 8080,1
RO270,RO270,HR7196,HR 7196,1
RO271,RO271,HR5707,HR 5707,1
RO272,RO272,HR7537,HR 7537,1
RO274,RO274,HR7483,HR 7483,1
RO278,RO278,HR6400,HR 6400,1
RO279,RO279,HR8597,HR 8597,1
RO281,RO281,HR6385,HR 6385,1
RO282,RO282,HR7608,HR 7608,1
RO283,RO283,HR6169,HR 6169,1
RO284,RO284,HR8350,HR 8350,1
RO285,RO285,HR8351,HR 8351,1
RO286,RO286,HR7686,HR 7686,1
RO287,RO287,HR7455,HR 7455,1
RO289,RO289,HR7400,HR 7400,1
RO290,RO290,HR8087,HR 8087,1
RO291,RO291,HR7113,HR 7113,1
RO292,RO292,HR8205,HR 8205,1
RO293,RO293,HR7459,HR 7459,1
RO294,RO294,HR7403,HR 7403,1
RO295,RO295,HR7500,HR 7500,1
RO296,RO296,HR6203,HR 6203,1
RO297,RO297,HR80215,HR 80215,1
RO299,RO299,HR7630,HR 7630,1
RO300,RO300,HR7687,HR 7687,1
RO301,RO301,HR6409,HR 6409,1
RO302,RO302,HR8074,HR 8074,1
RO303,RO303,HR7353,HR 7353,1
RO304,RO304,HR7253,HR 7253,1
RO305,RO305,HR7253,HR 7253,1
RO306,RO306,HR7669,HR 7669,1
RO307,RO307,HR7195,HR 7195,1
RO308,RO308,HR7225,HR 7225,1
RO309,RO309,HR7230,HR 7230,1
RO310,RO310,HR7231,HR 7231,1
RO311,RO311,HR7224,HR 7224,1
RO312,RO312,HR8066,HR 8066,1
RO313,RO313,HR7224,HR 7224,1
RO315,RO315,HR7253,HR 7253,1
RO316,RO316,HR7230,HR 7230,1
RO317,RO317,HR7627,HR 7627,1
RO318,RO318,HR8207,HR 8207,1
RO319,RO319,HR7898,HR 7898,1
RO320,RO320,HR7094,HR 7094,1
RO321,RO321,HR80351,HR 80351,1
RO322,RO322,HR6591,HR 6591,1
RO323,RO323,HR7583,HR 7583,1
RO325,RO325,HR7473,HR 7473,1
RO330,RO330,HR7608,HR 7608,1
RO333,RO333,HR8520,HR 8520,1
RO334,RO334,HR80366,HR 80366,1
RO335,RO335,HR7679,HR 7679,1
RO336,RO336,HR7519,HR 7519,1
RO337,RO337,HR6450,HR 6450,1
RO341,RO341,HR7432,HR 7432,1
RO342,RO342,HR7439,HR 7439,1
RO343,RO343,HR7437,HR 7437,1
RO344,RO344,HR7840,HR 7840,1
RO345,RO345,HR7491,HR 7491,1
RO346,RO346,HR6062,HR 6062,1
RO347,RO347,HR81031,HR 81031,1
RO348,RO348,HR7483,HR 7483,1
RO350,RO350,HR7728,HR 7728,1
RO351,RO351,HR7378,HR 7378,1
RO352,RO352,HR7378,HR 7378,1
RO353,RO353,HR7228,HR 7228,1
RO354,RO354,HR7971,HR 7971,1
RO355,RO355,HR7223,HR 7223,1
RO356,RO356,HR7131,HR 7131,1
RO357,RO357,HR7207,HR 7207,1
RO358,RO358,HR7229,HR 7229,1
RO361,RO361,HR7397,HR 7397,1
RO362,RO362,HR6488,HR 6488,1
RO363,RO363,HR8077,HR 8077,1
RO364,RO364,HR7488,HR 7488,1
RO365,RO365,HR7593,HR 7593,1
RO366,RO366,HR7737,HR 7737,1
RO368,RO368,HR7484,HR 7484,1
RO369,RO369,HR7906,HR 7906,1
RO370,RO370,HR7896,HR 7896,1
RO372,RO372,HR7207,HR 7207,1
RO373,RO373,HR7589,HR 7589,1
RO374,RO374,HR42078,HR 42078,1
RO375,RO375,HR7203,HR 7203,1
RO376,RO376,HR6328,HR 6328,1
RO377,RO377,HR7114,HR 7114,1
RO378,RO378,HR8919,HR 8919,1
RO379,RO379,HR6701,HR 6701,1
RO381,RO381,HR6045,HR 6045,1
RO382,RO382,HR7344,HR 7344,1
RO384,RO384,HR7731,HR 7731,1
RO386,RO386,HR7566,HR 7566,1
RO387,RO387,HR8157,HR 8157,1
RO388,RO388,HR8469,HR 8469,1
RO389,RO389,HR8117,HR 8117,1
RO390,RO390,HR7535,HR 7535,1
RO391,RO391,HR8228,HR 8228,1
RO392,RO392,HR7269,HR 7269,1
RO395,RO395,HR80209,HR 80209,1
RO396,RO396,HR6729,HR 6729,1
RO397,RO397,HR6560,HR 6560,1
RO398,RO398,HR7214,HR 7214,1
RO399,RO399,HR6600,HR 6600,1
RO400,RO400,HR6593,HR 6593,1
RO401,RO401,HR6567,HR 6567,1
RO402,RO402,HR6590,HR 6590,1
RO403,RO403,HR6700,HR 6700,1
RO404,RO404,HR7971,HR 7971,1
RO405,RO405,HR8760,HR 8760,1
RO406,RO406,HR6594,HR 6594,1
RO407,RO407,HR7418,HR 7418,1
RO408,RO408,HR6735,HR 6735,1
RO410,RO410,HR6585,HR 6585,1
RO411,RO411,HR6609,HR 6609,1
RO412,RO412,HR8397,HR 8397,1
RO413,RO413,HR8397,HR 8397,1
RO414,RO414,HR6620,HR 6620,1
RO415,RO415,HR6597,HR 6597,1
RO417,RO417,HR7728,HR 7728,1
RO418,RO418,HR7728,HR 7728,1
RO419,RO419,HR8397,HR 8397,1
RO420,RO420,HR7227,HR 7227,1
RO421,RO421,HR7287,HR 7287,1
RO422,RO422,HR7398,HR 7398,1
RO423,RO423,HR8007,HR 8007,1
RO424,RO424,HR7351,HR 7351,1
RO434,RO434,HR7295,HR 7295,1
RO435,RO435,HR7434,HR 7434,1
RO437,RO437,HR8122,HR 8122,1
RO438,RO438,HR7291,HR 7291,1
RO439,RO439,HR7877,HR 7877,1
RO440,RO440,HR7877,HR 7877,1
RO441,RO441,HR7589,HR 7589,1
RO442,RO442,HR7574,HR 7574,1
RO445,RO445,HR7384,HR 7384,1
RO446,RO446,HR8041,HR 8041,1
RO447,RO447,HR7591,HR 7591,1
RO448,RO448,HR7112,HR 7112,1
RO449,RO449,HR8122,HR 8122,1
RO450,RO450,HR7729,HR 7729,1
RO453,RO453,HR8010,HR 8010,1
RO455,RO455,HR8008,HR 8008,1
RO456,RO456,HR8030,HR 8030,1
RO457,RO457,HR8051,HR 8051,1
RO458,RO458,HR8010,HR 8010,1
RO459,RO459,HR8030,HR 8030,1
RO460,RO460,HR6459,HR 6459,1
RO461,RO461,HR6462,HR 6462,1
RO462,RO462,HR6463,HR 6463,1
RO463,RO463,HR8033,HR 8033,1
RO464,RO464,HR7376,HR 7376,1
RO465,RO465,HR7394,HR 7394,1
RO466,RO466,HR6177,HR 6177,1
RO468,RO468,HR6498,HR 6498,1
RO469,RO469,HR7813,HR 7813,1
RO470,RO470,HR7971,HR 7971,1
RO471,RO471,HR8597,HR 8597,1
RO472,RO472,HR7815,HR 7815,1
RO473,RO473,HR7774,HR 7774,1
RO474,RO474,HR8124,HR 8124,1
RO475,RO475,HR7814,HR 7814,1
RO476,RO476,HR6205,HR 6205,1
RO477,RO477,HR7977,HR 7977,1
RO478,RO478,HR7296,HR 7296,1
RO479,RO479,HR7170,HR 7170,1
RO480,RO480,HR7432,HR 7432,1
RO481,RO481,HR8119,HR 8119,1
RO482,RO482,HR7279,HR 7279,1
RO483,RO483,HR8768,HR 8768,1
RO484,RO484,HR8768,HR 8768,1
RO485,RO485,HR8919,HR 8919,1
RO486,RO486,HR8857,HR 8857,1
RO487,RO487,HR7084,HR 7084,1
RO488,RO488,HR8333,HR 8333,1
RO489,RO489,HR8697,HR 8697,1
RO490,RO490,HR80040,HR 80040,1
RO491,RO491,HR8457,HR 8457,1
RO492,RO492,HR7818,HR 7818,1
RO493,RO493,HR80070,HR 80070,1
RO494,RO494,HR8116,HR 8116,1
RO495,RO495,HR8216,HR 8216,1
RO496,RO496,HR8430,HR 8430,1
RO497,RO497,HR80137,HR 80137,1
RO500,RO500,HR6606,HR 6606,1
RO501,RO501,HR8431,HR 8431,1
RO504,RO504,HR7578,HR 7578,1
RO513,RO513,HR6140,HR 6140,1
RO533,RO533,HR8759,HR 8759,1
RO560,RO560,HR7716,HR 7716,1
RO571,RO571,HR7537,HR 7537,1
RO600,RO600,HR80016,HR 80016,1
RO601,RO601,HR6660,HR 6660,1
RO602,RO602,HR8868,HR 8868,1
RO604,RO604,HR7566,HR 7566,1
RO607,RO607,HR8811,HR 8811,1
RO608,RO608,HR8566,HR 8566,1
RO609,RO609,HR6067,HR 6067,1
RO610,RO610,HR7680,HR 7680,1
RO630,RO630,HR7522,HR 7522,1
RO631,RO631,HR7503,HR 7503,1
RO632,RO632,HR7471,HR 7471,1
RO633,RO633,HR8006,HR 8006,1
RO634,RO634,HR8032,HR 8032,1
RO643,RO643,HR8078,HR 8078,1
RO649,RO649,HR7218,HR 7218,1
RO650,RO650,HR7218,HR 7218,1
RO651,RO651,HR6569,HR 6569,1
RO654,RO654,HR7506,HR 7506,1
RO655,RO655,HR46045,HR 46045,1
RO656,RO656,HR46145,HR 46145,1
RO657,RO657,HR46056,HR 46056,1
RO658,RO658,HR7751,HR 7751,1
RO659,RO659,HR7495,HR 7495,1
RO662,RO662,HR80024,HR 80024,1
RO663,RO663,HR80315,HR 80315,1
RO664,RO664,HR8729,HR 8729,1
RO665,RO665,HR8788,HR 8788,1
RO666,RO666,HR8733,HR 8733,1
RO667,RO667,HR7545,HR 7545,1
RO668,RO668,HR7871,HR 7871,1
RO669,RO669,HR8035,HR 8035,1
RO670,RO670,HR8226,HR 8226,1
RO671,RO671,HR7950,HR 7950,1
RO672,RO672,HR7950,HR 7950,1
RO673,RO673,HR8118,HR 8118,1
RO674,RO674,HR80326,HR 80326,1
RO675,RO675,HR7484,HR 7484,1
RO676,RO676,HR7833,HR 7833,1
RO677,RO677,HR7950,HR 7950,1
RO678,RO678,HR7671,HR 7671,1
RO679,RO679,HR8417,HR 8417,1
RO680,RO680,HR8336,HR 8336,1
RO681,RO681,HR8827,HR 8827,1
RO682,RO682,HR8700,HR 8700,1
RO683,RO683,HR7427,HR 7427,1
RO684,RO684,HR8029,HR 8029,1
RO685,RO685,HR8700,HR 8700,1
RO686,RO686,HR8368,HR 8368,1
RO687,RO687,HR7242,HR 7242,1
RO688,RO688,HR7666,HR 7666,1
RO689,RO689,HR8827,HR 8827,1
RO690,RO690,HR8553,HR 8553,1
RO691,RO691,HR8545,HR 8545,1
RO692,RO692,HR7261,HR 7261,1
RO693,RO693,HR8519,HR 8519,1
RO694,RO694,HR7263,HR 7263,1
RO695,RO695,HR8955,HR 8955,1
RO696,RO696,HR8700,HR 8700,1
RO697,RO697,HR8960,HR 8960,1
RO698,RO698,HR8775,HR 8775,1
RO699,RO699,HR6736,HR 6736,1
RO700,RO700,HR8812,HR 8812,1
RO701,RO701,HR8742,HR 8742,1
RO702,RO702,HR6717,HR 6717,1
RO703,RO703,HR6423,HR 6423,1
RO704,RO704,HR6716,HR 6716,1
RO705,RO705,HR6740,HR 6740,1
RO706,RO706,HR6725,HR 6725,1
RO707,RO707,HR6717,HR 6717,1
RO708,RO708,HR6741,HR 6741,1
RO709,RO709,HR6722,HR 6722,1
RO710,RO710,HR6730,HR 6730,1
RO711,RO711,HR6742,HR 6742,1
RO712,RO712,HR8604,HR 8604,1
RO713,RO713,HR8604,HR 8604,1
RO714,RO714,HR8366,HR 8366,1
RO715,RO715,HR8484,HR 8484,1
RO716,RO716,HR8880,HR 8880,1
RO717,RO717,HR8880,HR 8880,1
RO718,RO718,HR8954,HR 8954,1
RO719,RO719,HR7427,HR 7427,1
RO720,RO720,HR6574,HR 6574,1
RO721,RO721,HR6504,HR 6504,1
RO722,RO722,HR6513,HR 6513,1
RO723,RO723,HR6673,HR 6673,1
RO724,RO724,HR6517,HR 6517,1
RO725,RO725,HR6519,HR 6519,1
RO726,RO726,HR6522,HR 6522,1
RO727,RO727,HR6514,HR 6514,1
RO728,RO728,HR6518,HR 6518,1
RO729,RO729,HR6506,HR 6506,1
RO730,RO730,HR6505,HR 6505,1
RO731,RO731,HR6683,HR 6683,1
RO732,RO732,HR6687,HR 6687,1
RO733,RO733,HR6683,HR 6683,1
RO734,RO734,HR6503,HR 6503,1
RO735,RO735,HR80502,HR 80502,0
RO736,RO736,HR6521,HR 6521,1
RO737,RO737,HR6512,HR 6512,1
RO738,RO738,HR6509,HR 6509,1
RO739,RO739,HR6510,HR 6510,1
RO740,RO740,HR6580,HR 6580,1
RO741,RO741,HR6604,HR 6604,1
RO742,RO742,HR6516,HR 6516,1
RO743,RO743,HR6501,HR 6501,1
RO744,RO744,HR6511,HR 6511,1
RO745,RO745,HR6515,HR 6515,1
RO746,RO746,HR6596,HR 6596,1
RO747,RO747,HR6586,HR 6586,1
RO748,RO748,HR6419,HR 6419,1
RO751,RO751,HR80359,HR 80359,1
RO753,RO753,HR80348,HR 80348,0
RO754,RO754,HR8196,HR 8196,1
RO755,RO755,HR8620,HR 8620,1
RO757,RO757,HR7583,HR 7583,1
RO758,RO758,HR8742,HR 8742,1
RO759,RO759,HR7427,HR 7427,1
RO760,RO760,HR8605,HR 8605,1
RO761,RO761,HR80344,HR 80344,1
RO763,RO763,HR7762,HR 7762,1
RO765,RO765,HR8916,HR 8916,1
RO766,RO766,HR80286,HR 80286,1
RO767,RO767,HR80356,HR 80356,1
RO769,RO769,HR8358,HR 8358,1
RO772,RO772,HR7537,HR 7537,1
RO775,RO775,HR80365,HR 80365,1
RO787,RO787,HR8937,HR 8937,1
RO793,RO793,HR80233,HR 80233,1
RO801,RO801,HR7729,HR 7729,1
RO802,RO802,HR80345,HR 80345,1
RO804,RO804,HR7594,HR 7594,1
RO805,RO805,HR8638,HR 8638,1
RO806,RO806,HR8663,HR 8663,1
RO807,RO807,HR7427,HR 7427,1
RO808,RO808,HR8055,HR 8055,1
RO811,RO811,HR80341,HR 80341,0
RO815,RO815,HR80359,HR 80359,1
RO816,RO816,HR8186,HR 8186,1
RO817,RO817,HR7388,HR 7388,1
RO818,RO818,HR8395,HR 8395,1
RO819,RO819,HR8653,HR 8653,1
RO820,RO820,HR8648,HR 8648,1
RO821,RO821,HR7694,HR 7694,1
RO822,RO822,HR7601,HR 7601,1
RO823,RO823,HR7583,HR 7583,1
RO824,RO824,HR8664,HR 8664,1
RO825,RO825,HR6686,HR 6686,1
RO828,RO828,HR7918,HR 7918,1
RO829,RO829,HR8466,HR 8466,1
RO830,RO830,HR80744,HR 80744,0
RO832,RO832,HR80139,HR 80139,1
RO833,RO833,HR80143,HR 80143,0
RO836,RO836,HR7519,HR 7519,1
RO837,RO837,HR6450,HR 6450,1
RO839,RO839,HR8730,HR 8730,1
RO840,RO840,HR6721,HR 6721,1
RO841,RO841,HR8921,HR 8921,1
RO842,RO842,HR8800,HR 8800,1
RO843,RO843,HR7424,HR 7424,1
RO844,RO844,HR8342,HR 8342,1
RO846,RO846,HR6737,HR 6737,1
RO847,RO847,HR7360,HR 7360,1
RO848,RO848,HR8318,HR 8318,1
RO849,RO849,HR8339,HR 8339,1
RO850,RO850,HR8790,HR 8790,1
RO851,RO851,HR8771,HR 8771,1
RO852,RO852,HR8584,HR 8584,1
RO853,RO853,HR8320,HR 8320,1
RO854,RO854,HR7927,HR 7927,1
RO855,RO855,HR8325,HR 8325,1
RO856,RO856,HR7057,HR 7057,1
RO857,RO857,HR8031,HR 8031,1
RO858,RO858,HR8962,HR 8962,1
RO859,RO859,HR8340,HR 8340,1
RO860,RO860,HR8421,HR 8421,1
RO861,RO861,HR6423,HR 6423,1
RO862,RO862,HR6456,HR 6456,1
RO863,RO863,HR8629,HR 8629,1
RO864,RO864,HR8002,HR 8002,1
RO865,RO865,HR80066,HR 80066,1
RO866,RO866,HR8931,HR 8931,1
RO867,RO867,HR8625,HR 8625,1
RO868,RO868,HR8314,HR 8314,1
RO869,RO869,HR7793,HR 7793,1
RO870,RO870,HR6592,HR 6592,1
RO871,RO871,HR80063,HR 80063,1
RO873,RO873,HR80231,HR 80231,1
RO874,RO874,HR80230,HR 80230,1
RO875,RO875,HR80098,HR 80098,1
RO876,RO876,HR80223,HR 80223,1
RO878,RO878,HR80222,HR 80222,1
RO880,RO880,HR8889,HR 8889,1
RO881,RO881,HR7535,HR 7535,1
RO882,RO882,HR8181,HR 8181,1
RO884,RO884,HR7856,HR 7856,1
RO885,RO885,HR8375,HR 8375,1
RO886,RO886,HR8526,HR 8526,1
RO888,RO888,HR8927,HR 8927,1
RO889,RO889,HR8583,HR 8583,1
RO890,RO890,HR8627,HR 8627,1
RO891,RO891,HR8598,HR 8598,1
RO892,RO892,HR8372,HR 8372,1
RO893,RO893,HR7762,HR 7762,1
RO894,RO894,HR6734,HR 6734,1
RO895,RO895,HR8020,HR 8020,1
RO897,RO897,HR8789,HR 8789,1
RO898,RO898,HR8388,HR 8388,1
RO899,RO899,HR81585,HR 81585,0
RO901,RO901,HR5705,HR 5705,1
RO902,RO902,HR80098,HR 80098,1
RO903,RO903,HR7973,HR 7973,1
RO904,RO904,HR8187,HR 8187,1
RO905,RO905,HR80077,HR 80077,1
RO906,RO906,HR8579,HR 8579,1
RO908,RO908,HR6729,HR 6729,1
RO910,RO910,HR80226,HR 80226,1
RO911,RO911,HR80697,HR 80697,1
RO912,RO912,HR8368,HR 8368,1
RO913,RO913,HR8057,HR 8057,1
RO914,RO914,HR7294,HR 7294,1
RO915,RO915,HR7808,HR 7808,1
RO916,RO916,HR7612,HR 7612,1
RO917,RO917,HR7730,HR 7730,1
RO918,RO918,HR8619,HR 8619,1
RO919,RO919,HR8469,HR 8469,1
RO920,RO920,HR6248,HR 6248,1
RO921,RO921,HR6543,HR 6543,1
RO922,RO922,HR6468,HR 6468,1
RO923,RO923,HR6245,HR 6245,1
RO924,RO924,HR6460,HR 6460,1
RO925,RO925,HR7285,HR 7285,1
RO926,RO926,HR7271,HR 7271,1
RO927,RO927,HR7511,HR 7511,1
RO929,RO929,HR6356,HR 6356,1
RO930,RO930,HR80061,HR 80061,1
RO931,RO931,HR80062,HR 80062,1
RO932,RO932,HR80234,HR 80234,0
RO933,RO933,HR80067,HR 80067,1
RO934,RO934,HR80098,HR 80098,1
RO935,RO935,HR80269,HR 80269,1
RO936,RO936,HR80268,HR 80268,1
RO937,RO937,HR80016,HR 80016,1
RO938,RO938,HR80016,HR 80016,1
RO939,RO939,HR81747,HR 81747,1
RO940,RO940,HR8650,HR 8650,1
RO941,RO941,HR80272,HR 80272,1
RO942,RO942,HR80220,HR 80220,1
RO943,RO943,HR8953,HR 8953,1
RO944,RO944,HR80273,HR 80273,0
RO945,RO945,HR80271,HR 80271,0
RO947,RO947,HR80270,HR 80270,1
RO948,RO948,HR6743,HR 6743,1
RO949,RO949,HR6739,HR 6739,1
RO952,RO952,HR6733,HR 6733,1
RO953,RO953,HR6744,HR 6744,1
RO958,RO958,HR6732,HR 6732,1
RO962,RO962,HR6730,HR 6730,1
RO965,RO965,HR6731,HR 6731,1
RO967,RO967,HR80236,HR 80236,1
RO968,RO968,HR6632,HR 6632,1
RO969,RO969,HR80260,HR 80260,1
RO970,RO970,HR82475,HR 82475,0
RO971,RO971,HR6701,HR 6701,1
RO974,RO974,HR6600,HR 6600,1
RO975,RO975,HR80259,HR 80259,1
RO976,RO976,HR80258,HR 80258,1
RO977,RO977,HR80267,HR 80267,1
RO978,RO978,HR80266,HR 80266,1
RO979,RO979,HR80265,HR 80265,1
RO980,RO980,HR80235,HR 80235,1
RO981,RO981,HR80264,HR 80264,1
RO984,RO984,HR80237,HR 80237,1
RO985,RO985,HR80263,HR 80263,1
RO986,RO986,HR80262,HR 80262,1
RO987,RO987,HR80261,HR 80261,1
RO989,RO989,HR80043,HR 80043,1
RSY7030,RSY7030,HR046,HR 046,1
RTRNF0001PEZZ,RTRNF0001PEZZ,HR6123,HR 6123,1
RTRNF0003PEZZ,RTRNF0003PEZZ,HR81727,HR 81727,1
RTRNF0004CEZZ,RTRNF0004CEZZ,HR6376,HR 6376,1
RTRNF0004MEZZ,RTRNF0004MEZZ,HR6376,HR 6376,1
RTRNF0004PEZZ,RTRNF0004PEZZ,HR6376,HR 6376,1
RTRNF0005MEZZ,RTRNF0005MEZZ,HR80094,HR 80094,1
RTRNF0008MEZZ,RTRNF0008MEZZ,HR80583,HR 80583,1
RTRNF0009CEZZ,RTRNF0009CEZZ,HR80461,HR 80461,1
RTRNF0009PEZZ,RTRNF0009PEZZ,HR80461,HR 80461,1
RTRNF0011CEZZ,RTRNF0011CEZZ,HR6377,HR 6377,1
RTRNF0011PED,RTRNF0011PED,HR6377,HR 6377,1
RTRNF0011PEZZ,RTRNF0011PEZZ,HR6377,HR 6377,1
RTRNF0012MEZZ,RTRNF0012MEZZ,HR80027,HR 80027,1
RTRNF0014PEZZ,RTRNF0014PEZZ,HR80511,HR 80511,1
RTRNF0015CEZZ,RTRNF0015CEZZ,HR7626,HR 7626,1
RTRNF0015MEZZ,RTRNF0015MEZZ,HR7626,HR 7626,1
RTRNF0015PEZZ,RTRNF0015PEZZ,HR7626,HR 7626,1
RTRNF0016CEZZ,RTRNF0016CEZZ,HR8893,HR 8893,1
RTRNF0016MEZZ,RTRNF0016MEZZ,HR8893,HR 8893,1
RTRNF0016PEZZ,RTRNF0016PEZZ,HR8893,HR 8893,1
RTRNF0017MEZZ,RTRNF0017MEZZ,HR8906,HR 8906,1
RTRNF0019MEZZ,RTRNF0019MEZZ,HR8893,HR 8893,1
RTRNF0020CEZZ,RTRNF0020CEZZ,HR80497,HR 80497,1
RTRNF0020MESA,RTRNF0020MESA,HR80497,HR 80497,1
RTRNF0020MEZZ,RTRNF0020MEZZ,HR80497,HR 80497,1
RTRNF0020PEZZ,RTRNF0020PEZZ,HR80497,HR 80497,1
RTRNF0024PEZZ,RTRNF0024PEZZ,HR82099,HR 82099,0
RTRNF0027CEZZ,RTRNF0027CEZZ,HR7675,HR 7675,1
RTRNF0027PEZZ,RTRNF0027PEZZ,HR7675,HR 7675,1
RTRNF0028PEZZ,RTRNF0028PEZZ,HR80453,HR 80453,0
RTRNF0029CEZZ,RTRNF0029CEZZ,HR80453,HR 80453,0
RTRNF0029PEZZ,RTRNF0029PEZZ,HR80453,HR 80453,0
RTRNF0032CEZZ,RTRNF0032CEZZ,HR82236,HR 82236,1
RTRNF0032PEZZ,RTRNF0032PEZZ,HR82236,HR 82236,1
RTRNF0036CEZZ,RTRNF0036CEZZ,HR7635,HR 7635,1
RTRNF0036PEZZ,RTRNF0036PEZZ,HR7635,HR 7635,1
RTRNF0037MEZZ,RTRNF0037MEZZ,HR8406,HR 8406,1
RTRNF0039PEZZ,RTRNF0039PEZZ,HR80565,HR 80565,0
