oem,oem_norm,hr_raw,hr_code,matched
003311124,003311124,HR8007,HR 8007,1
003311125,003311125,HR7351,HR 7351,1
003311126,003311126,HR8055,HR 8055,1
003311127,003311127,HR8165,HR 8165,1
003311128,003311128,HR8376,HR 8376,1
003311129,003311129,HR7376,HR 7376,1
003311130,003311130,HR7394,HR 7394,1
003311132,003311132,HR80066,HR 80066,1
003311134,003311134,HR8006,HR 8006,1
003311136,003311136,HR7295,HR 7295,1
003311138,003311138,HR8089,HR 8089,1
003311139,003311139,HR8010,HR 8010,1
003311140,003311140,HR7394,HR 7394,1
003311141,003311141,HR8543,HR 8543,1
003311142,003311142,HR8002,HR 8002,1
003311144,003311144,HR7346,HR 7346,1
003311146,003311146,HR7186,HR 7186,1
003311147,003311147,HR7241,HR 7241,1
003311148,003311148,HR8020,HR 8020,1
003311151,003311151,HR8010,HR 8010,1
003311153,003311153,HR8336,HR 8336,1
003311154,003311154,HR8559,HR 8559,1
003311156,003311156,HR7360,HR 7360,1
003311158,003311158,HR8827,HR 8827,1
003311159,003311159,HR8700,HR 8700,1
003311160,003311160,HR7427,HR 7427,1
003311163,003311163,HR7263,HR 7263,1
003311164,003311164,HR7187,HR 7187,1
003311166,003311166,HR8700,HR 8700,1
003311167,003311167,HR8700,HR 8700,1
003311171,003311171,HR8375,HR 8375,1
003311172,003311172,HR8700,HR 8700,1
003311173,003311173,HR8228,HR 8228,1
003311174,003311174,HR6736,HR 6736,1
003311175,003311175,HR8619,HR 8619,1
003311176,003311176,HR8665,HR 8665,1
003311177,003311177,HR8687,HR 8687,1
003311178,003311178,HR8775,HR 8775,1
003311179,003311179,HR8812,HR 8812,1
003311180,003311180,HR8955,HR 8955,1
003311181,003311181,HR80271,HR 80271,0
003311182,003311182,HR8604,HR 8604,1
003311183,003311183,HR8742,HR 8742,1
003311184,003311184,HR8604,HR 8604,1
003311186,003311186,HR80066,HR 80066,1
003311187,003311187,HR8700,HR 8700,1
003311189,003311189,HR8117,HR 8117,1
003311190,003311190,HR80270,HR 80270,1
003311191,003311191,HR7279,HR 7279,1
003311192,003311192,HR8469,HR 8469,1
003311193,003311193,HR8469,HR 8469,1
003311194,003311194,HR8005,HR 8005,1
003311195,003311195,HR8005,HR 8005,1
003311196,003311196,HR8181,HR 8181,1
003311197,003311197,HR8664,HR 8664,1
003311198,003311198,HR6686,HR 6686,1
003311199,003311199,HR8032,HR 8032,1
003313001,003313001,HR8029,HR 8029,1
003313002,003313002,HR7977,HR 7977,1
003313004,003313004,HR8188,HR 8188,1
003313101,003313101,HR8368,HR 8368,1
003313102,003313102,HR8553,HR 8553,1
003313103,003313103,HR80744,HR 80744,0
003313104,003313104,HR7833,HR 7833,1
003313106,003313106,HR80264,HR 80264,1
003313107,003313107,HR7839,HR 7839,1
003313110,003313110,HR8700,HR 8700,1
003313111,003313111,HR8962,HR 8962,1
003313112,003313112,HR8366,HR 8366,1
003313113,003313113,HR7427,HR 7427,1
003313114,003313114,HR8336,HR 8336,1
003313115,003313115,HR80349,HR 80349,1
003313116,003313116,HR8379,HR 8379,1
003313117,003313117,HR8771,HR 8771,1
003313118,003313118,HR7452,HR 7452,1
003313119,003313119,HR8325,HR 8325,1
003313120,003313120,HR7927,HR 7927,1
003313121,003313121,HR8320,HR 8320,1
003313123,003313123,HR80063,HR 80063,1
003313124,003313124,HR80098,HR 80098,1
003313125,003313125,HR80223,HR 80223,1
003313126,003313126,HR8857,HR 8857,1
003313127,003313127,HR7427,HR 7427,1
003313128,003313128,HR80348,HR 80348,0
003313129,003313129,HR80269,HR 80269,1
003313130,003313130,HR80268,HR 80268,1
003313131,003313131,HR8368,HR 8368,1
00331313101,00331313101,HR8368,HR 8368,1
003313132,003313132,HR80067,HR 80067,1
003313133,003313133,HR8921,HR 8921,1
003313134,003313134,HR8519,HR 8519,1
003313136,003313136,HR80234,HR 80234,0
003313137,003313137,HR80098,HR 80098,1
003313138,003313138,HR8584,HR 8584,1
003313139,003313139,HR8790,HR 8790,1
003313141,003313141,HR8031,HR 8031,1
003313142,003313142,HR8629,HR 8629,1
003313143,003313143,HR8931,HR 8931,1
003313144,003313144,HR8927,HR 8927,1
003313145,003313145,HR8372,HR 8372,1
003313146,003313146,HR7762,HR 7762,1
003313147,003313147,HR8789,HR 8789,1
003313148,003313148,HR81585,HR 81585,0
003313149,003313149,HR8388,HR 8388,1
003313150,003313150,HR8650,HR 8650,1
003313152,003313152,HR8653,HR 8653,1
003313153,003313153,HR80016,HR 80016,1
003313155,003313155,HR7084,HR 7084,1
003313156,003313156,HR7818,HR 7818,1
003313157,003313157,HR8960,HR 8960,1
003313158,003313158,HR8116,HR 8116,1
003313159,003313159,HR8430,HR 8430,1
003313160,003313160,HR80024,HR 80024,1
003313161,003313161,HR8742,HR 8742,1
003314007,003314007,HR6043,HR 6043,1
003320001,003320001,HR6177,HR 6177,1
003320101,003320101,HR8919,HR 8919,1
003320102,003320102,HR6701,HR 6701,1
003320110,003320110,HR6606,HR 6606,1
003320139,003320139,HR8431,HR 8431,1
003321002,003321002,HR6572,HR 6572,1
003321003,003321003,HR6573,HR 6573,1
003321004,003321004,HR6595,HR 6595,1
003321101,003321101,HR6701,HR 6701,1
003321102,003321102,HR6593,HR 6593,1
003321103,003321103,HR6700,HR 6700,1
003321104,003321104,HR6594,HR 6594,1
003321105,003321105,HR6600,HR 6600,1
003321107,003321107,HR6590,HR 6590,1
003321108,003321108,HR6729,HR 6729,1
003321109,003321109,HR6735,HR 6735,1
003321111,003321111,HR6609,HR 6609,1
003321112,003321112,HR80209,HR 80209,1
003321113,003321113,HR6585,HR 6585,1
003321114,003321114,HR6560,HR 6560,1
003321115,003321115,HR6560,HR 6560,1
003321116,003321116,HR6620,HR 6620,1
003321117,003321117,HR6569,HR 6569,1
003321119,003321119,HR7583,HR 7583,1
003321120,003321120,HR6597,HR 6597,1
003321122,003321122,HR6248,HR 6248,1
003321127,003321127,HR6450,HR 6450,1
003321128,003321128,HR6632,HR 6632,1
003321129,003321129,HR80260,HR 80260,1
003321131,003321131,HR6721,HR 6721,1
003321132,003321132,HR82475,HR 82475,0
003321133,003321133,HR6743,HR 6743,1
003321135,003321135,HR6371,HR 6371,1
003321136,003321136,HR6021,HR 6021,1
003321137,003321137,HR6036,HR 6036,1
003321138,003321138,HR6200,HR 6200,1
003321141,003321141,HR6742,HR 6742,1
003321142,003321142,HR6722,HR 6722,1
003321144,003321144,HR6730,HR 6730,1
003321145,003321145,HR6741,HR 6741,1
003321146,003321146,HR6717,HR 6717,1
003321147,003321147,HR6725,HR 6725,1
003321149,003321149,HR6740,HR 6740,1
003321150,003321150,HR6716,HR 6716,1
003321151,003321151,HR6423,HR 6423,1
003321152,003321152,HR6717,HR 6717,1
003321153,003321153,HR6739,HR 6739,1
003321155,003321155,HR6737,HR 6737,1
003321156,003321156,HR6423,HR 6423,1
003321162,003321162,HR6734,HR 6734,1
003321164,003321164,HR6733,HR 6733,1
003321165,003321165,HR6744,HR 6744,1
003321170,003321170,HR6732,HR 6732,1
003321175,003321175,HR6591,HR 6591,1
003321178,003321178,HR6730,HR 6730,1
003321179,003321179,HR6592,HR 6592,1
003321185,003321185,HR6729,HR 6729,1
003321186,003321186,HR6731,HR 6731,1
003321191,003321191,HR6660,HR 6660,1
003322101,003322101,HR6701,HR 6701,1
003322105,003322105,HR6600,HR 6600,1
003323101,003323101,HR8919,HR 8919,1
003323102,003323102,HR8196,HR 8196,1
003323103,003323103,HR8620,HR 8620,1
003323104,003323104,HR80231,HR 80231,1
003323105,003323105,HR80230,HR 80230,1
003323106,003323106,HR80098,HR 80098,1
003323107,003323107,HR80223,HR 80223,1
003323108,003323108,HR8800,HR 8800,1
003323109,003323109,HR8800,HR 8800,1
003323110,003323110,HR7424,HR 7424,1
003323111,003323111,HR8339,HR 8339,1
003323112,003323112,HR8366,HR 8366,1
003323113,003323113,HR7057,HR 7057,1
003323114,003323114,HR7833,HR 7833,1
003323115,003323115,HR8340,HR 8340,1
003323116,003323116,HR8421,HR 8421,1
003323118,003323118,HR80222,HR 80222,1
003323119,003323119,HR8889,HR 8889,1
003323120,003323120,HR8526,HR 8526,1
003323121,003323121,HR8598,HR 8598,1
003323122,003323122,HR8627,HR 8627,1
003323123,003323123,HR8583,HR 8583,1
003323124,003323124,HR80043,HR 80043,1
003323127,003323127,HR80345,HR 80345,1
003323128,003323128,HR8730,HR 8730,1
003323129,003323129,HR80341,HR 80341,0
003323131,003323131,HR8333,HR 8333,1
003323132,003323132,HR8520,HR 8520,1
003323133,003323133,HR8697,HR 8697,1
003323134,003323134,HR80040,HR 80040,1
003323135,003323135,HR8457,HR 8457,1
003323136,003323136,HR80070,HR 80070,1
003323137,003323137,HR8827,HR 8827,1
003323138,003323138,HR8733,HR 8733,1
003323140,003323140,HR8729,HR 8729,1
003323141,003323141,HR8788,HR 8788,1
003323142,003323142,HR80315,HR 80315,1
003323143,003323143,HR8868,HR 8868,1
003323145,003323145,HR7680,HR 7680,1
003323148,003323148,HR80137,HR 80137,1
003323149,003323149,HR8937,HR 8937,1
003323150,003323150,HR80233,HR 80233,1
003323156,003323156,HR80365,HR 80365,1
003323163,003323163,HR80307,HR 80307,1
003330001,003330001,HR6062,HR 6062,1
003330002,003330002,HR6009,HR 6009,1
003330003,003330003,HR6003,HR 6003,1
003330004,003330004,HR6089,HR 6089,1
003330005,003330005,HR6149,HR 6149,1
003330006,003330006,HR6060,HR 6060,1
003330007,003330007,HR6032,HR 6032,1
003330008,003330008,HR6045,HR 6045,1
003330009,003330009,HR6159,HR 6159,1
003330010,003330010,HR6158,HR 6158,1
003330011,003330011,HR6145,HR 6145,1
003330012,003330012,HR6154,HR 6154,1
003330014,003330014,HR5646,HR 5646,1
003330101,003330101,HR6005,HR 6005,1
003330102,003330102,HR6057,HR 6057,1
003330103,003330103,HR6157,HR 6157,1
003330104,003330104,HR6113,HR 6113,1
003330105,003330105,HR6284,HR 6284,1
003330106,003330106,HR6182,HR 6182,1
003330107,003330107,HR6160,HR 6160,1
003330108,003330108,HR6160,HR 6160,1
003330109,003330109,HR6150,HR 6150,1
003330110,003330110,HR6175,HR 6175,1
003330111,003330111,HR6144,HR 6144,1
003330112,003330112,HR6388,HR 6388,1
003330113,003330113,HR6293,HR 6293,1
003330114,003330114,HR7462,HR 7462,1
003330115,003330115,HR6179,HR 6179,1
003330116,003330116,HR6181,HR 6181,1
003330117,003330117,HR6182,HR 6182,1
003331001,003331001,HR6174,HR 6174,1
003331002,003331002,HR6004,HR 6004,1
003331003,003331003,HR6295,HR 6295,1
003331004,003331004,HR6224,HR 6224,1
003331101,003331101,HR6256,HR 6256,1
003331102,003331102,HR6100,HR 6100,1
003331103,003331103,HR6119,HR 6119,1
003331104,003331104,HR6167,HR 6167,1
003331105,003331105,HR6063,HR 6063,1
003331106,003331106,HR6169,HR 6169,1
003331107,003331107,HR6257,HR 6257,1
003331108,003331108,HR6475,HR 6475,1
003331109,003331109,HR6223,HR 6223,1
003331110,003331110,HR6278,HR 6278,1
003331111,003331111,HR6288,HR 6288,1
003331112,003331112,HR6255,HR 6255,1
003331113,003331113,HR6134,HR 6134,1
003331114,003331114,HR6155,HR 6155,1
003331115,003331115,HR6389,HR 6389,1
003331116,003331116,HR6252,HR 6252,1
003331118,003331118,HR6253,HR 6253,1
003331119,003331119,HR6132,HR 6132,1
003331120,003331120,HR6294,HR 6294,1
003331121,003331121,HR6387,HR 6387,1
003331122,003331122,HR6008,HR 6008,1
003331123,003331123,HR6254,HR 6254,1
003331124,003331124,HR6268,HR 6268,1
003331125,003331125,HR6053,HR 6053,1
003331126,003331126,HR7128,HR 7128,1
003331127,003331127,HR8218,HR 8218,1
003333119,003333119,HR8889,HR 8889,1
003341001,003341001,HR6021,HR 6021,1
003341002,003341002,HR6173,HR 6173,1
003341003,003341003,HR6173,HR 6173,1
003341004,003341004,HR7950,HR 7950,1
003341005,003341005,HR6200,HR 6200,1
003341006,003341006,HR6028,HR 6028,1
003341007,003341007,HR6043,HR 6043,1
003341008,003341008,HR6356,HR 6356,1
003341101,003341101,HR6036,HR 6036,1
003341102,003341102,HR6063,HR 6063,1
003341103,003341103,HR6178,HR 6178,1
003341104,003341104,HR6088,HR 6088,1
003341105,003341105,HR6237,HR 6237,1
003341106,003341106,HR6543,HR 6543,1
003341107,003341107,HR6468,HR 6468,1
003341108,003341108,HR6351,HR 6351,1
003341109,003341109,HR6383,HR 6383,1
003341110,003341110,HR6021,HR 6021,1
003341111,003341111,HR6163,HR 6163,1
003341112,003341112,HR6450,HR 6450,1
003341113,003341113,HR6169,HR 6169,1
003341114,003341114,HR6203,HR 6203,1
003341116,003341116,HR6100,HR 6100,1
003341120,003341120,HR6498,HR 6498,1
003341121,003341121,HR6591,HR 6591,1
003344480,003344480,HR8827,HR 8827,1
003350001,003350001,HR7302,HR 7302,1
003350002,003350002,HR7301,HR 7301,1
003350003,003350003,HR7317,HR 7317,1
003350004,003350004,HR7305,HR 7305,1
003350005,003350005,HR7306,HR 7306,1
003350006,003350006,HR7309,HR 7309,1
003350101,003350101,HR7325,HR 7325,1
003350102,003350102,HR7309,HR 7309,1
003350103,003350103,HR7322,HR 7322,1
003350104,003350104,HR7317,HR 7317,1
003350105,003350105,HR7308,HR 7308,1
003350106,003350106,HR7323,HR 7323,1
003350107,003350107,HR7310,HR 7310,1
003350108,003350108,HR7315,HR 7315,1
003350110,003350110,HR7321,HR 7321,1
003361101,003361101,HR7384,HR 7384,1
003370001,003370001,HR6062,HR 6062,1
003370101,003370101,HR6456,HR 6456,1
003370102,003370102,HR6260,HR 6260,1
003370103,003370103,HR6245,HR 6245,1
003370104,003370104,HR6120,HR 6120,1
003370105,003370105,HR6272,HR 6272,1
003370106,003370106,HR6067,HR 6067,1
003370107,003370107,HR6170,HR 6170,1
003370108,003370108,HR6373,HR 6373,1
003370109,003370109,HR6075,HR 6075,1
003370110,003370110,HR6647,HR 6647,1
003370111,003370111,HR6272,HR 6272,1
003370112,003370112,HR6120,HR 6120,1
003370113,003370113,HR6165,HR 6165,1
003370114,003370114,HR6463,HR 6463,1
003370115,003370115,HR6460,HR 6460,1
003370116,003370116,HR6067,HR 6067,1
003370117,003370117,HR6463,HR 6463,1
003370118,003370118,HR6462,HR 6462,1
003370119,003370119,HR6459,HR 6459,1
003381001,003381001,HR7355,HR 7355,1
003381002,003381002,HR7566,HR 7566,1
003381003,003381003,HR7285,HR 7285,1
003381004,003381004,HR7238,HR 7238,1
003381005,003381005,HR7127,HR 7127,1
003381006,003381006,HR7578,HR 7578,1
003381008,003381008,HR7163,HR 7163,1
003381009,003381009,HR7270,HR 7270,1
003381010,003381010,HR7269,HR 7269,1
003381011,003381011,HR7195,HR 7195,1
003381012,003381012,HR8395,HR 8395,1
003381101,003381101,HR7196,HR 7196,1
003381102,003381102,HR7296,HR 7296,1
003381103,003381103,HR7128,HR 7128,1
003381106,003381106,HR7018,HR 7018,1
003381107,003381107,HR7271,HR 7271,1
003390001,003390001,HR6081,HR 6081,1
003390002,003390002,HR6141,HR 6141,1
003390003,003390003,HR6040,HR 6040,1
003390004,003390004,HR6133,HR 6133,1
003390005,003390005,HR6140,HR 6140,1
003390006,003390006,HR6357,HR 6357,1
003390007,003390007,HR6196,HR 6196,1
003390008,003390008,HR6205,HR 6205,1
003390009,003390009,HR6285,HR 6285,1
003390010,003390010,HR6096,HR 6096,1
003390110,003390110,HR6096,HR 6096,1
0.034,0034,HR3120,HR 3120,1
003400001,003400001,HR6412,HR 6412,1
003400002,003400002,HR6400,HR 6400,1
003400003,003400003,HR7400,HR 7400,1
003400004,003400004,HR6409,HR 6409,1
003400005,003400005,HR6404,HR 6404,1
003400006,003400006,HR6413,HR 6413,1
003400007,003400007,HR6403,HR 6403,1
003410001,003410001,HR7400,HR 7400,1
003410002,003410002,HR7401,HR 7401,1
003410003,003410003,HR7401,HR 7401,1
003410004,003410004,HR7403,HR 7403,1
003410005,003410005,HR7411,HR 7411,1
003411110,003411110,HR6063,HR 6063,1
003440001,003440001,HR7973,HR 7973,1
003441001,003441001,HR7814,HR 7814,1
003441002,003441002,HR7973,HR 7973,1
003441003,003441003,HR7950,HR 7950,1
003441004,003441004,HR7950,HR 7950,1
003441005,003441005,HR8118,HR 8118,1
003441006,003441006,HR7815,HR 7815,1
003441007,003441007,HR7754,HR 7754,1
003441008,003441008,HR80326,HR 80326,1
003441009,003441009,HR8417,HR 8417,1
003441010,003441010,HR8600,HR 8600,1
003441011,003441011,HR7774,HR 7774,1
003441012,003441012,HR7950,HR 7950,1
003441013,003441013,HR7451,HR 7451,1
003441014,003441014,HR8597,HR 8597,1
003441015,003441015,HR7971,HR 7971,1
003441016,003441016,HR80351,HR 80351,1
003441017,003441017,HR8124,HR 8124,1
003441019,003441019,HR80340,HR 80340,0
003441020,003441020,HR8545,HR 8545,1
003441024,003441024,HR7813,HR 7813,1
003441025,003441025,HR80358,HR 80358,1
003441027,003441027,HR8162,HR 8162,1
003441029,003441029,HR8119,HR 8119,1
003441030,003441030,HR7856,HR 7856,1
003441031,003441031,HR8216,HR 8216,1
003471102,003471102,HR7833,HR 7833,1
003481101,003481101,HR6610,HR 6610,1
003491001,003491001,HR8029,HR 8029,1
003491002,003491002,HR7977,HR 7977,1
003491004,003491004,HR8188,HR 8188,1
003491101,003491101,HR8368,HR 8368,1
003491102,003491102,HR8553,HR 8553,1
003491103,003491103,HR80744,HR 80744,0
003491104,003491104,HR7833,HR 7833,1
003491107,003491107,HR7839,HR 7839,1
003581105,003581105,HR80259,HR 80259,1
003581106,003581106,HR80258,HR 80258,1
003581107,003581107,HR80237,HR 80237,1
003582101,003582101,HR80262,HR 80262,1
003582102,003582102,HR80226,HR 80226,1
003582104,003582104,HR80267,HR 80267,1
003582105,003582105,HR80266,HR 80266,1
003582106,003582106,HR80077,HR 80077,1
003582107,003582107,HR8648,HR 8648,1
003582110,003582110,HR80635,HR 80635,0
003582303,003582303,HR8566,HR 8566,1
003583102,003583102,HR80261,HR 80261,1
003583103,003583103,HR80265,HR 80265,1
003583105,003583105,HR80236,HR 80236,1
003583107,003583107,HR80697,HR 80697,1
003583113,003583113,HR8759,HR 8759,1
003583302,003583302,HR80263,HR 80263,1
003583306,003583306,HR80235,HR 80235,1
003583307,003583307,HR8579,HR 8579,1
003583308,003583308,HR8638,HR 8638,1
003583309,003583309,HR8663,HR 8663,1
003583311,003583311,HR80139,HR 80139,1
003583312,003583312,HR80143,HR 80143,0
003583313,003583313,HR8811,HR 8811,1
0.036,0036,HR3507,HR 3507,1
0036010203,0036010203,HR6265,HR 6265,1
003617940003,003617940003,HR6261,HR 6261,1
00361794-0004,003617940004,HR6261,HR 6261,1
003617940006,003617940006,HR6261,HR 6261,1
003618460001,003618460001,HR6261,HR 6261,1
003618460002,003618460002,HR6261,HR 6261,1
003618460003,003618460003,HR6261,HR 6261,1
003618460004,003618460004,HR6261,HR 6261,1
003618460006,003618460006,HR6261,HR 6261,1
003619160001,003619160001,HR6262,HR 6262,1
003619690001,003619690001,HR6263,HR 6263,1
00361995-0003,003619950003,HR81481,HR 81481,0
00362002-0002,003620020002,HR6542,HR 6542,1
00362002-0003,003620020003,HR6542,HR 6542,1
003620030006,003620030006,HR6541,HR 6541,1
00362003-0007,003620030007,HR6542,HR 6542,1
00362055-0007,003620550007,HR6705,HR 6705,1
003620551002,003620551002,HR6705,HR 6705,1
00362085-0001,003620850001,HR81624,HR 81624,0
003621120002,003621120002,HR6000,HR 6000,1
00362112-0003,003621120003,HR6000,HR 6000,1
00362123-0001,003621230001,HR7702,HR 7702,1
00362123-0002,003621230002,HR7702,HR 7702,1
00362125-0001,003621250001,HR82318,HR 82318,0
00362126-0001,003621260001,HR81486,HR 81486,1
00362127-0001,003621270001,HR82319,HR 82319,1
00362127-0002,003621270002,HR82319,HR 82319,1
00362135-0001,003621350001,HR6480,HR 6480,1
00362135-0002,003621350002,HR6481,HR 6481,1
003621400001,003621400001,HR6493,HR 6493,1
00362153-0001,003621530001,HR80414,HR 80414,0
00362153-0002,003621530002,HR80414,HR 80414,0
00362153-0003,003621530003,HR80414,HR 80414,0
00362154-0002,003621540002,HR81518,HR 81518,0
00362154-0003,003621540003,HR81518,HR 81518,0
00363003-0006,003630030006,HR6541,HR 6541,1
003630710001,003630710001,HR80128,HR 80128,1
003630710005,003630710005,HR80128,HR 80128,1
003630710007,003630710007,HR80128,HR 80128,1
00364056-0004,003640560004,HR82470,HR 82470,0
00364071-0001,003640710001,HR80128,HR 80128,1
00364071-0004,003640710004,HR80128,HR 80128,1
00364071-0005,003640710005,HR80128,HR 80128,1
00364071-0007,003640710007,HR80128,HR 80128,1
00364073-0002,003640730002,HR82500,HR 82500,0
00364073-0003,003640730003,HR82500,HR 82500,0
00364075-0002,003640750002,HR82320,HR 82320,0
00364076-0001,003640760001,HR82471,HR 82471,0
00364077-0003,003640770003,HR82322,HR 82322,0
00364077-3,003640773,HR82322,HR 82322,0
00364085-0001,003640850001,HR82323,HR 82323,0
00364085-0003,003640850003,HR6474,HR 6474,1
00364087-0001,003640870001,HR7282,HR 7282,1
00364087-0003,003640870003,HR7282,HR 7282,1
00364088-0001,003640880001,HR7347,HR 7347,1
00364088-0003,003640880003,HR7347,HR 7347,1
00364093-0001,003640930001,HR6472,HR 6472,1
00364093-0002,003640930002,HR6472,HR 6472,1
00364094-0003,003640940003,HR80634,HR 80634,0
00364096-0002,003640960002,HR82324,HR 82324,0
00364101-0001,003641010001,HR82325,HR 82325,0
00364103-0002,003641030002,HR82472,HR 82472,0
00364104-0001,003641040001,HR82325,HR 82325,0
003680260001,003680260001,HR80017,HR 80017,1
00368036-0001,003680360001,HR82326,HR 82326,0
00368046-0001,003680460001,HR80559,HR 80559,0
