code,code_norm,pin,function,volts,src
JF0501-1206,JF05011206,2,B+115,115.0,datapin_b
JF0501-1206,JF05011206,3,180,180.0,datapin_b
JF0501-1206,JF05011206,4,16,16.0,datapin_b
JF0501-1206,JF05011206,5,24,24.0,datapin_b
JF0501-1206,JF05011206,6,HTR,,datapin_b
JF0501-1206,JF05011206,7,GND,,datapin_b
JF0501-1206,JF05011206,8,ABL,,datapin_b
JF0501-1206,JF05011206,9,AFC,,datapin_b
JF0501-1206,JF05011206,10,NC,,datapin_b
FSA16012M,FSA16012M,1,COL,,datapin_b
FSA16012M,FSA16012M,2,B+103,103.0,datapin_b
FSA16012M,FSA16012M,3,AFC,,datapin_b
FSA16012M,FSA16012M,4,BOST-UP,,datapin_b
FSA16012M,FSA16012M,5,16,16.0,datapin_b
FSA16012M,FSA16012M,6,24,24.0,datapin_b
FSA16012M,FSA16012M,7,ABL,,datapin_b
FSA16012M,FSA16012M,8,GND,,datapin_b
FSA16012M,FSA16012M,9,180,180.0,datapin_b
FSA16012M,FSA16012M,10,HTR,,datapin_b
DCF-1577,DCF1577,1,COL,,datapin_b
DCF-1577,DCF1577,2,B+103,103.0,datapin_b
DCF-1577,DCF1577,3,AFC,,datapin_b
DCF-1577,DCF1577,4,BOST-UP,,datapin_b
DCF-1577,DCF1577,5,16,16.0,datapin_b
DCF-1577,DCF1577,6,24,24.0,datapin_b
DCF-1577,DCF1577,7,ABL,,datapin_b
DCF-1577,DCF1577,8,GND,,datapin_b
DCF-1577,DCF1577,9,180,180.0,datapin_b
DCF-1577,DCF1577,10,HTR,,datapin_b
DCF-2077A,DCF2077A,1,COL,,datapin_b
DCF-2077A,DCF2077A,2,B+103,103.0,datapin_b
DCF-2077A,DCF2077A,3,AFC,,datapin_b
DCF-2077A,DCF2077A,4,BOST-UP,,datapin_b
DCF-2077A,DCF2077A,5,16,16.0,datapin_b
DCF-2077A,DCF2077A,6,24,24.0,datapin_b
DCF-2077A,DCF2077A,7,ABL,,datapin_b
DCF-2077A,DCF2077A,8,GND,,datapin_b
DCF-2077A,DCF2077A,9,180,180.0,datapin_b
DCF-2077A,DCF2077A,10,HTR,,datapin_b
DCF-2077D,DCF2077D,1,COL,,datapin_b
DCF-2077D,DCF2077D,2,B+103,103.0,datapin_b
DCF-2077D,DCF2077D,3,AFC,,datapin_b
DCF-2077D,DCF2077D,4,BOST-UP,,datapin_b
DCF-2077D,DCF2077D,5,16,16.0,datapin_b
DCF-2077D,DCF2077D,6,24,24.0,datapin_b
DCF-2077D,DCF2077D,7,ABL,,datapin_b
DCF-2077D,DCF2077D,8,GND,,datapin_b
DCF-2077D,DCF2077D,9,180,180.0,datapin_b
DCF-2077D,DCF2077D,10,HTR,,datapin_b
F0141PE-M,F0141PEM,1,COL,,datapin_b
F0141PE-M,F0141PEM,2,B+115,115.0,datapin_b
F0141PE-M,F0141PEM,3,GND,,datapin_b
F0141PE-M,F0141PEM,4,24,24.0,datapin_b
F0141PE-M,F0141PEM,5,12,12.0,datapin_b
F0141PE-M,F0141PEM,6,AFC,,datapin_b
F0141PE-M,F0141PEM,7,180,180.0,datapin_b
F0141PE-M,F0141PEM,8,GND,,datapin_b
F0141PE-M,F0141PEM,9,HTR,,datapin_b
F0141PE-M,F0141PEM,10,ABL,,datapin_b
FCK-14B047,FCK14B047,1,HC,,datapin_b
FCK-14B047,FCK14B047,2,180,180.0,datapin_b
FCK-14B047,FCK14B047,3,B+110,110.0,datapin_b
FCK-14B047,FCK14B047,4,GND,,datapin_b
FCK-14B047,FCK14B047,5,12,12.0,datapin_b
FCK-14B047,FCK14B047,6,24,24.0,datapin_b
FCK-14B047,FCK14B047,7,40,40.0,datapin_b
FCK-14B047,FCK14B047,8,ABL,,datapin_b
FCK-14B047,FCK14B047,9,HTR,,datapin_b
FCK-14B047,FCK14B047,10,AFC,,datapin_b
TFB4122BD,TFB4122BD,1,COL,,datapin_b
TFB4122BD,TFB4122BD,2,B+115,115.0,datapin_b
TFB4122BD,TFB4122BD,3,185,185.0,datapin_b
TFB4122BD,TFB4122BD,4,GND,,datapin_b
TFB4122BD,TFB4122BD,5,NC,,datapin_b
TFB4122BD,TFB4122BD,6,26,26.0,datapin_b
TFB4122BD,TFB4122BD,7,12,12.0,datapin_b
TFB4122BD,TFB4122BD,8,ABL,,datapin_b
TFB4122BD,TFB4122BD,9,HTR,,datapin_b
TFB4122BD,TFB4122BD,10,AFT,,datapin_b
2435521,2435521,1,COL,,datapin_b
2435521,2435521,2,GND,,datapin_b
2435521,2435521,3,25,25.0,datapin_b
2435521,2435521,4,200,200.0,datapin_b
2435521,2435521,5,B+110,110.0,datapin_b
2435521,2435521,6,HTR,,datapin_b
2435521,2435521,7,ABL,,datapin_b
2435521,2435521,8,14,14.0,datapin_b
2435521,2435521,9,NC,,datapin_b
2435521,2435521,10,NC,,datapin_b
BSC25-N3604,BSC25N3604,1,COL,,datapin_b
BSC25-N3604,BSC25N3604,2,B+110,110.0,datapin_b
BSC25-N3604,BSC25N3604,3,NC,,datapin_b
BSC25-N3604,BSC25N3604,4,AFC,,datapin_b
BSC25-N3604,BSC25N3604,5,GND,,datapin_b
BSC25-N3604,BSC25N3604,6,HTR,,datapin_b
BSC25-N3604,BSC25N3604,7,ABL,,datapin_b
BSC25-N3604,BSC25N3604,8,NP,,datapin_b
BSC25-N3604,BSC25N3604,9,H1,,datapin_b
BSC25-N3604,BSC25N3604,10,H2,,datapin_b
TLF4G503F,TLF4G503F,1,COL,,datapin_b
TLF4G503F,TLF4G503F,2,B+90,90.0,datapin_b
TLF4G503F,TLF4G503F,3,NC,,datapin_b
TLF4G503F,TLF4G503F,4,24,24.0,datapin_b
TLF4G503F,TLF4G503F,5,HTR,,datapin_b
TLF4G503F,TLF4G503F,6,185,185.0,datapin_b
TLF4G503F,TLF4G503F,7,GND,,datapin_b
TLF4G503F,TLF4G503F,8,AFC,,datapin_b
TLF4G503F,TLF4G503F,9,16,16.0,datapin_b
TLF4G503F,TLF4G503F,10,ABL,,datapin_b
TLF4N052,TLF4N052,1,COL,,datapin_b
TLF4N052,TLF4N052,2,B+90,90.0,datapin_b
TLF4N052,TLF4N052,3,NC,,datapin_b
TLF4N052,TLF4N052,4,24,24.0,datapin_b
TLF4N052,TLF4N052,5,HTR,,datapin_b
TLF4N052,TLF4N052,6,180,180.0,datapin_b
TLF4N052,TLF4N052,7,GND,,datapin_b
TLF4N052,TLF4N052,8,AFC,,datapin_b
TLF4N052,TLF4N052,9,16,16.0,datapin_b
TLF4N052,TLF4N052,10,ABL,,datapin_b
F02299PE-B,F02299PEB,1,COL,,datapin_b
F02299PE-B,F02299PEB,2,B+110,110.0,datapin_b
F02299PE-B,F02299PEB,3,GND,,datapin_b
F02299PE-B,F02299PEB,4,NC,,datapin_b
F02299PE-B,F02299PEB,5,24,24.0,datapin_b
F02299PE-B,F02299PEB,6,AFC,,datapin_b
F02299PE-B,F02299PEB,7,180,180.0,datapin_b
F02299PE-B,F02299PEB,8,GND,,datapin_b
F02299PE-B,F02299PEB,9,HTR,,datapin_b
F02299PE-B,F02299PEB,10,ABL,,datapin_b
F0102KM,F0102KM,1,COL,,datapin_b
F0102KM,F0102KM,2,B+115,115.0,datapin_b
F0102KM,F0102KM,3,GND,,datapin_b
F0102KM,F0102KM,4,24,24.0,datapin_b
F0102KM,F0102KM,5,12,12.0,datapin_b
F0102KM,F0102KM,6,AFC,,datapin_b
F0102KM,F0102KM,7,180,180.0,datapin_b
F0102KM,F0102KM,8,GND,,datapin_b
F0102KM,F0102KM,9,HTR,,datapin_b
F0102KM,F0102KM,10,ABL,,datapin_b
F0101KM-SA,F0101KMSA,1,COL,,datapin_b
F0101KM-SA,F0101KMSA,2,B+115,115.0,datapin_b
F0101KM-SA,F0101KMSA,3,GND,,datapin_b
F0101KM-SA,F0101KMSA,4,24,24.0,datapin_b
F0101KM-SA,F0101KMSA,5,12,12.0,datapin_b
F0101KM-SA,F0101KMSA,6,AFC,,datapin_b
F0101KM-SA,F0101KMSA,7,180,180.0,datapin_b
F0101KM-SA,F0101KMSA,8,GND,,datapin_b
F0101KM-SA,F0101KMSA,9,HTR,,datapin_b
F0101KM-SA,F0101KMSA,10,ABL,,datapin_b
BSC24-08B,BSC2408B,1,COL,,datapin_b
BSC24-08B,BSC2408B,2,B+110,110.0,datapin_b
BSC24-08B,BSC2408B,3,NC,,datapin_b
BSC24-08B,BSC2408B,4,AFC,,datapin_b
BSC24-08B,BSC2408B,5,GND,,datapin_b
BSC24-08B,BSC2408B,6,HTR,,datapin_b
BSC24-08B,BSC2408B,7,ABL,,datapin_b
BSC24-08B,BSC2408B,8,NP,,datapin_b
BSC24-08B,BSC2408B,9,NC,,datapin_b
BSC24-08B,BSC2408B,10,NP,,datapin_b
BSC25-Z601F,BSC25Z601F,1,COL,,datapin_b
BSC25-Z601F,BSC25Z601F,2,B+110,110.0,datapin_b
BSC25-Z601F,BSC25Z601F,3,NC,,datapin_b
BSC25-Z601F,BSC25Z601F,4,AFC,,datapin_b
BSC25-Z601F,BSC25Z601F,5,GND,,datapin_b
BSC25-Z601F,BSC25Z601F,6,HTR,,datapin_b
BSC25-Z601F,BSC25Z601F,7,ABL,,datapin_b
BSC25-Z601F,BSC25Z601F,8,NP,,datapin_b
BSC25-Z601F,BSC25Z601F,9,NC,,datapin_b
BSC25-Z601F,BSC25Z601F,10,NP,,datapin_b
BSC25-N1617,BSC25N1617,1,COL,,datapin_b
BSC25-N1617,BSC25N1617,2,B+110,110.0,datapin_b
BSC25-N1617,BSC25N1617,3,NC,,datapin_b
BSC25-N1617,BSC25N1617,4,AFC,,datapin_b
BSC25-N1617,BSC25N1617,5,GND,,datapin_b
BSC25-N1617,BSC25N1617,6,HTR,,datapin_b
BSC25-N1617,BSC25N1617,7,ABL,,datapin_b
BSC25-N1617,BSC25N1617,8,NP,,datapin_b
BSC25-N1617,BSC25N1617,9,NC,,datapin_b
BSC25-N1617,BSC25N1617,10,NP,,datapin_b
FSV-14A004C,FSV14A004C,1,16.5,16.5,datapin_b
FSV-14A004C,FSV14A004C,2,NC,,datapin_b
FSV-14A004C,FSV14A004C,3,HTR,,datapin_b
FSV-14A004C,FSV14A004C,4,-16.5,16.5,datapin_b
FSV-14A004C,FSV14A004C,5,185,185.0,datapin_b
FSV-14A004C,FSV14A004C,6,GND,,datapin_b
FSV-14A004C,FSV14A004C,7,NC,,datapin_b
FSV-14A004C,FSV14A004C,8,ABL,,datapin_b
FSV-14A004C,FSV14A004C,9,B+125,125.0,datapin_b
FSV-14A004C,FSV14A004C,10,COL,,datapin_b
FSV20A099,FSV20A099,1,15,15.0,datapin_b
FSV20A099,FSV20A099,2,24,24.0,datapin_b
FSV20A099,FSV20A099,3,HTR,,datapin_b
FSV20A099,FSV20A099,4,45,45.0,datapin_b
FSV20A099,FSV20A099,5,180,180.0,datapin_b
FSV20A099,FSV20A099,6,GND,,datapin_b
FSV20A099,FSV20A099,7,NC,,datapin_b
FSV20A099,FSV20A099,8,ABL,,datapin_b
FSV20A099,FSV20A099,9,B+125,125.0,datapin_b
FSV20A099,FSV20A099,10,COL,,datapin_b
F0147PE-M,F0147PEM,1,COL,,datapin_b
F0147PE-M,F0147PEM,2,B+115,115.0,datapin_b
F0147PE-M,F0147PEM,3,GND,,datapin_b
F0147PE-M,F0147PEM,4,24,24.0,datapin_b
F0147PE-M,F0147PEM,5,12,12.0,datapin_b
F0147PE-M,F0147PEM,6,AFC,,datapin_b
F0147PE-M,F0147PEM,7,180,180.0,datapin_b
F0147PE-M,F0147PEM,8,GND,,datapin_b
F0147PE-M,F0147PEM,9,HTR,,datapin_b
F0147PE-M,F0147PEM,10,ABL,,datapin_b
FOK14A001,FOK14A001,1,16.5,16.5,datapin_b
FOK14A001,FOK14A001,2,NC,,datapin_b
FOK14A001,FOK14A001,3,HTR,,datapin_b
FOK14A001,FOK14A001,4,-16.5,16.5,datapin_b
FOK14A001,FOK14A001,5,200,200.0,datapin_b
FOK14A001,FOK14A001,6,GND,,datapin_b
FOK14A001,FOK14A001,7,NC,,datapin_b
FOK14A001,FOK14A001,8,ABL,,datapin_b
FOK14A001,FOK14A001,9,B+130,130.0,datapin_b
FOK14A001,FOK14A001,10,COL,,datapin_b
154-177B,154177B,1,COL,,datapin_b
154-177B,154177B,2,180,180.0,datapin_b
154-177B,154177B,3,B+110,110.0,datapin_b
154-177B,154177B,4,GND,,datapin_b
154-177B,154177B,5,12,12.0,datapin_b
154-177B,154177B,6,24,24.0,datapin_b
154-177B,154177B,7,40,40.0,datapin_b
154-177B,154177B,8,ABL,,datapin_b
154-177B,154177B,9,HTR,,datapin_b
154-177B,154177B,10,AFC,,datapin_b
TLF15644F1,TLF15644F1,1,COL,,datapin_b
TLF15644F1,TLF15644F1,2,B+90,90.0,datapin_b
TLF15644F1,TLF15644F1,3,NC,,datapin_b
TLF15644F1,TLF15644F1,4,24,24.0,datapin_b
TLF15644F1,TLF15644F1,5,HTR,,datapin_b
TLF15644F1,TLF15644F1,6,185,185.0,datapin_b
TLF15644F1,TLF15644F1,7,GND,,datapin_b
TLF15644F1,TLF15644F1,8,GND,,datapin_b
TLF15644F1,TLF15644F1,9,16,16.0,datapin_b
TLF15644F1,TLF15644F1,10,ABL,,datapin_b
