oem,oem_norm,fbt
HR 6150,HR6150,FBT13805
HR 6152,HR6152,FBT40162
HR 6155,HR6155,FBT13723
HR 6156,HR6156,FBT13775
HR 6157,HR6157,FBT13727
HR 6158,HR6158,FBT13493
HR 6159,HR6159,FBT13844
HR 6160,HR6160,FBT13790
HR 6163,HR6163,FBT13775
HR 6165,HR6165,FBT13828
HR 6167,HR6167,FBT13896
HR 6169,HR6169,FBT13637
HR 6170,HR6170,FBT13849
HR 6173,HR6173,FBT13837
HR 6174,HR6174,FBT13662
HR 6175,HR6175,FBT13843
HR 6177,HR6177,FBT40026
HR 6178,HR6178,FBT13782
HR 6179,HR6179,FBT40007
HR 6182,HR6182,FBT13665
HR 6193,HR6193,FBT40633
HR 6195,HR6195,FBT40366
HR 6195-12,HR619512,FBT40366
HR 6196,HR6196,FBT13827
HR 6201,HR6201,FBT40022
HR 6203,HR6203,FBT13481
HR 6205,HR6205,FBT13831
HR 6214,HR6214,FBT40167
HR 6219,HR6219,FBT41063
HR 6220,HR6220,FBT40364
HR 6220-03,HR622003,FBT40364
HR 6223,HR6223,FBT13894
HR 6224,HR6224,FBT13898
HR 6228,HR6228,FBT40019
HR 6229,HR6229,FBT41129
HR 6230,HR6230,FBT13995
HR 6230,HR6230,FBT40037
HR 6237,HR6237,FBT40129
HR 6238,HR6238,FBT40346
HR 6245,HR6245,FBT13846
HR 6246,HR6246,FBT40356
HR 6248,HR6248,FBT40023
HR 6249,HR6249,FBT40356
HR 6249-03,HR624903,FBT40356
HR 6249-10,HR624910,FBT40356
HR 6249-11,HR624911,FBT40356
HR 6253,HR6253,FBT13897
HR 6256,HR6256,FBT13899
HR 6257,HR6257,FBT13596
HR 6260,HR6260,FBT13504
HR 6269,HR6269,FBT13637
HR 6271,HR6271,FBT40162
HR 6272,HR6272,FBT40025
HR 6273,HR6273,FBT40024
HR 6277,HR6277,FBT40026
HR 6278,HR6278,FBT40011
HR 6284,HR6284,FBT40033
HR 6286,HR6286,FBT40346
HR 6289,HR6289,FBT41398
HR 6292,HR6292,FBT40119
HR 6293,HR6293,FBT40032
HR 6301,HR6301,FBT13620
HR 6302,HR6302,FBT13802
HR 6303,HR6303,FBT13723
HR 6311,HR6311,FBT13573
HR 6312,HR6312,FBT13611
HR 6321,HR6321,FBT13616
HR 6322,HR6322,FBT13617
HR 6323,HR6323,FBT13618
HR 6351,HR6351,FBT40095
HR 6352,HR6352,FBT40023
HR 6354,HR6354,FBT40025
HR 6356,HR6356,FBT40237
HR 6357,HR6357,FBT40246
HR 6358,HR6358,FBT40972
HR 6360,HR6360,FBT40967
HR 6367,HR6367,FBT43425
HR 6368,HR6368,FBT40346
HR 6368-12,HR636812,FBT40346
HR 6369,HR6369,FBT40454
HR 6370,HR6370,FBT40346
HR 6370-10,HR637010,FBT40346
HR 6370-11,HR637011,FBT40346
HR 6370-12,HR637012,FBT40346
HR 6370-13,HR637013,FBT40346
HR 6371,HR6371,FBT40372
HR 6372,HR6372,FBT40094
HR 6373,HR6373,FBT40174
HR 6383,HR6383,FBT40231
HR 6386,HR6386,FBT13849
HR 6390,HR6390,FBT40098
HR 6399,HR6399,FBT40024
HR 6400,HR6400,FBT13923
HR 6401,HR6401,FBT13923
HR 6402,HR6402,FBT13925
HR 6403,HR6403,FBT13925
HR 6404,HR6404,FBT13911
HR 6407,HR6407,FBT13913
HR 6408,HR6408,FBT13918
HR 6412,HR6412,FBT13914
HR 6413,HR6413,FBT13933
HR 6418,HR6418,FBT40789
HR 6423,HR6423,FBT41108
HR 6453,HR6453,FBT41033
HR 6456,HR6456,FBT40349
HR 6459,HR6459,FBT40613
HR 6460,HR6460,FBT40530
HR 6462,HR6462,FBT40632
HR 6463,HR6463,FBT40650
HR 6465,HR6465,FBT40342
HR 6468,HR6468,FBT40098
HR 6475,HR6475,FBT40196
HR 6487,HR6487,FBT40026
HR 6488,HR6488,FBT40190
HR 6489,HR6489,FBT43410
HR 6496,HR6496,FBT40098
HR 6497,HR6497,FBT41030
HR 6498,HR6498,FBT40612
HR 6500,HR6500,FBT40067
HR 6501,HR6501,FBT40058
HR 6502,HR6502,FBT40068
HR 6503,HR6503,FBT40069
HR 6504,HR6504,FBT40097
HR 6505,HR6505,FBT40241
HR 6506,HR6506,FBT40240
HR 6509,HR6509,FBT40326
HR 6510,HR6510,FBT40626
HR 6512,HR6512,FBT40242
HR 6513,HR6513,FBT40329
HR 6514,HR6514,FBT40327
HR 6517,HR6517,FBT40331
HR 6518,HR6518,FBT40332
HR 6519,HR6519,FBT40726
HR 6521,HR6521,FBT40679
HR 6522,HR6522,FBT40724
HR 6533,HR6533,FBT40011
HR 6543,HR6543,FBT40251
HR 6554,HR6554,FBT40360
HR 6555,HR6555,FBT40409
HR 6556,HR6556,FBT40341
HR 6560,HR6560,FBT40512
HR 6563,HR6563,FBT40416
HR 6564,HR6564,FBT40614
HR 6566,HR6566,FBT40399
HR 6567,HR6567,FBT40558
HR 6570,HR6570,FBT40534
HR 6572,HR6572,FBT40334
HR 6573,HR6573,FBT40335
HR 6574,HR6574,FBT40330
HR 6580,HR6580,FBT40434
HR 6586,HR6586,FBT40728
HR 6590,HR6590,FBT40440
HR 6591,HR6591,FBT40481
HR 6592,HR6592,FBT40537
HR 6593,HR6593,FBT40526
HR 6594,HR6594,FBT40560
HR 6595,HR6595,FBT40546
HR 6596,HR6596,FBT40333
HR 6597,HR6597,FBT40514
HR 6600,HR6600,FBT40518
HR 6600,HR6600,FBT41064
HR 6601,HR6601,FBT40359
HR 6603,HR6603,FBT40389
HR 6604,HR6604,FBT40550
HR 6606,HR6606,FBT41036
HR 6609,HR6609,FBT40542
HR 6616,HR6616,FBT40803
HR 6620,HR6620,FBT40513
HR 6621,HR6621,FBT40526
HR 6625,HR6625,FBT41084
HR 6632,HR6632,FBT40561
HR 6633,HR6633,FBT40541
HR 6634,HR6634,FBT40447
HR 6646,HR6646,FBT40805
HR 6647,HR6647,FBT40411
HR 6648,HR6648,FBT40734
HR 6657,HR6657,FBT40787
HR 6660,HR6660,FBT40786
HR 6661,HR6661,FBT40788
HR 6662,HR6662,FBT40875
HR 6665,HR6665,FBT40740
HR 6666,HR6666,FBT40739
HR 6668,HR6668,FBT40863
HR 6670,HR6670,FBT40735
HR 6671,HR6671,FBT40706
HR 6673,HR6673,FBT40550
HR 6675,HR6675,FBT40785
HR 6678,HR6678,FBT40779
HR 6681,HR6681,FBT40977
HR 6682,HR6682,FBT40599
HR 6683,HR6683,FBT40766
HR 6686,HR6686,FBT40701
HR 6687,HR6687,FBT40727
HR 6689,HR6689,FBT41037
HR 6692,HR6692,FBT40881
HR 6695,HR6695,FBT40882
HR 6696,HR6696,FBT40879
HR 6701,HR6701,FBT40557
HR 6702,HR6702,FBT40876
HR 6703,HR6703,FBT40857
HR 6704,HR6704,FBT40877
HR 6716,HR6716,FBT41054
HR 6717,HR6717,FBT41114
HR 6718,HR6718,FBT41080
HR 6719,HR6719,FBT40878
HR 6720,HR6720,FBT41065
HR 6721,HR6721,FBT41024
HR 6722,HR6722,FBT41026
HR 6723,HR6723,FBT41081
HR 6725,HR6725,FBT41131
HR 7004,HR7004,FBT13472
HR 7006,HR7006,FBT41050
HR 7013,HR7013,FBT13775
HR 7014,HR7014,FBT13775
HR 7015,HR7015,FBT41040
HR 7018,HR7018,FBT13786
HR 7020,HR7020,FBT13756
HR 7025,HR7025,FBT13842
HR 7026,HR7026,FBT13758
HR 7031,HR7031,FBT40019
HR 7031,HR7031,FBT40103
HR 7032,HR7032,FBT13823
HR 7035,HR7035,FBT13823
HR 7035,HR7035,FBT13845
HR 7037,HR7037,FBT13995
HR 7037,HR7037,FBT40037
HR 7039,HR7039,FBT40361
HR 7041,HR7041,FBT13780
HR 7042,HR7042,FBT13823
HR 7053,HR7053,FBT40046
HR 7054,HR7054,FBT41364
HR 7057,HR7057,FBT41177
HR 7058,HR7058,FBT40046
HR 7063,HR7063,FBT41040
HR 7068,HR7068,FBT13721
HR 7070,HR7070,FBT13775
HR 7072,HR7072,FBT13756
HR 7084,HR7084,FBT41097
HR 7088,HR7088,FBT41048
HR 7094,HR7094,FBT40189
HR 7097,HR7097,FBT40368
HR 7097-00,HR709700,FBT40368
HR 7099,HR7099,FBT40470
HR 7100,HR7100,FBT13630
HR 7105,HR7105,FBT13823
HR 7107,HR7107,FBT13981
HR 7110,HR7110,FBT40115
HR 7113,HR7113,FBT13794
HR 7114,HR7114,FBT13792
HR 7125,HR7125,FBT13538
HR 7126,HR7126,FBT13729
HR 7127,HR7127,FBT13505
HR 7128,HR7128,FBT13729
HR 7129,HR7129,FBT13505
HR 7130,HR7130,FBT13793
HR 7131,HR7131,FBT40135
HR 7132,HR7132,FBT13972
HR 7133,HR7133,FBT40115
HR 7140,HR7140,FBT13503
HR 7140,HR7140,FBT40495
HR 7141,HR7141,FBT40037
HR 7144,HR7144,FBT40046
HR 7146,HR7146,FBT40003
HR 7156,HR7156,FBT13497
HR 7157,HR7157,FBT41046
HR 7159,HR7159,FBT13729
HR 7159,HR7159,FBT13823
HR 7167,HR7167,FBT40002
HR 7172,HR7172,FBT40418
HR 7173,HR7173,FBT40002
HR 7175,HR7175,FBT40040
HR 7180,HR7180,FBT40198
HR 7181,HR7181,FBT40536
HR 7184,HR7184,FBT40034
HR 7186,HR7186,FBT40524
HR 7186-03,HR718603,FBT40524
HR 7187,HR7187,FBT40103
HR 7191,HR7191,FBT40419
HR 7196,HR7196,FBT40082
HR 7198,HR7198,FBT13729
HR 7205,HR7205,FBT41090
HR 7207,HR7207,FBT40198
HR 7214,HR7214,FBT40015
HR 7218,HR7218,FBT40031
HR 7222,HR7222,FBT41206
HR 7222,HR7222,FBT41249
HR 7223,HR7223,FBT40060
HR 7224,HR7224,FBT40056
HR 7225,HR7225,FBT40137
HR 7227,HR7227,FBT40059
HR 7228,HR7228,FBT40078
HR 7229,HR7229,FBT40139
HR 7230,HR7230,FBT40016
HR 7231,HR7231,FBT40136
HR 7233,HR7233,FBT13505
HR 7234,HR7234,FBT13729
HR 7235,HR7235,FBT41199
HR 7238,HR7238,FBT40084
HR 7239,HR7239,FBT40038
HR 7241,HR7241,FBT40525
HR 7241-11,HR724111,FBT40525
HR 7242,HR7242,FBT13816
HR 7243,HR7243,FBT40089
HR 7244,HR7244,FBT40089
HR 7245,HR7245,FBT40089
HR 7250,HR7250,FBT40373
HR 7253,HR7253,FBT40233
HR 7256,HR7256,FBT41372
HR 7257,HR7257,FBT40104
HR 7261,HR7261,FBT40521
HR 7264,HR7264,FBT40631
HR 7267,HR7267,FBT40105
HR 7268,HR7268,FBT40106
HR 7268,HR7268,FBT40108
HR 7269,HR7269,FBT40531
HR 7270,HR7270,FBT40520
HR 7271,HR7271,FBT40538
HR 7276,HR7276,FBT43305
HR 7279,HR7279,FBT40192
HR 7285,HR7285,FBT40091
HR 7287,HR7287,FBT40264
HR 7289,HR7289,FBT40883
HR 7290,HR7290,FBT40504
HR 7291,HR7291,FBT40428
HR 7292,HR7292,FBT40532
HR 7294,HR7294,FBT40677
HR 7296,HR7296,FBT40103
HR 7299,HR7299,FBT40193
HR 7310,HR7310,FBT13826
HR 7316,HR7316,FBT13826
HR 7322,HR7322,FBT40110
HR 7323,HR7323,FBT40074
HR 7325,HR7325,FBT40073
HR 7335,HR7335,FBT40103
HR 7336,HR7336,FBT40218
HR 7337,HR7337,FBT40594
HR 7338,HR7338,FBT40992
HR 7339,HR7339,FBT40356
HR 7340,HR7340,FBT40482
HR 7344,HR7344,FBT40234
HR 7345,HR7345,FBT40959
HR 7346,HR7346,FBT40346
HR 7351,HR7351,FBT40195
HR 7353,HR7353,FBT40254
HR 7355,HR7355,FBT40072
HR 7360,HR7360,FBT40528
HR 7364,HR7364,FBT40594
HR 7376,HR7376,FBT40408
HR 7377,HR7377,FBT40378
HR 7378,HR7378,FBT40379
HR 7378,HR7378,FBT40451
HR 7384,HR7384,FBT40426
HR 7386,HR7386,FBT40705
HR 7388,HR7388,FBT40376
HR 7394,HR7394,FBT40405
HR 7397,HR7397,FBT40413
HR 7398,HR7398,FBT40436
HR 7401,HR7401,FBT13922
HR 7403,HR7403,FBT13929
HR 7408,HR7408,FBT13926
HR 7411,HR7411,FBT40396
HR 7421,HR7421,FBT41194
HR 7424,HR7424,FBT41192
HR 7427,HR7427,FBT40979
HR 7428,HR7428,FBT41020
HR 7432,HR7432,FBT40152
HR 7434,HR7434,FBT40051
HR 7437,HR7437,FBT40050
HR 7438,HR7438,FBT40152
HR 7439,HR7439,FBT40052
HR 7442,HR7442,FBT40398
HR 7443,HR7443,FBT40153
HR 7444,HR7444,FBT40154
HR 7451,HR7451,FBT13610
HR 7452,HR7452,FBT13604
HR 7452,HR7452,FBT40176
HR 7453,HR7453,FBT40181
HR 7455,HR7455,FBT40010
HR 7456,HR7456,FBT40044
HR 7457,HR7457,FBT40164
HR 7460,HR7460,FBT40006
HR 7462,HR7462,FBT40257
HR 7463,HR7463,FBT13604
HR 7469,HR7469,FBT40080
HR 7470,HR7470,FBT40350
HR 7470,HR7470,FBT40595
HR 7471,HR7471,FBT40553
HR 7472,HR7472,FBT13654
HR 7472,HR7472,FBT13700
HR 7474,HR7474,FBT40045
HR 7477,HR7477,FBT40081
HR 7478,HR7478,FBT40096
HR 7483,HR7483,FBT13964
HR 7484,HR7484,FBT40173
HR 7485,HR7485,FBT40173
HR 7488,HR7488,FBT40186
HR 7491,HR7491,FBT40109
HR 7493,HR7493,FBT40265
HR 7494,HR7494,FBT40044
HR 7494,HR7494,FBT40412
HR 7495,HR7495,FBT43410
HR 7497,HR7497,FBT40654
HR 7501,HR7501,FBT41049
HR 7502,HR7502,FBT40115
HR 7503,HR7503,FBT13830
HR 7503,HR7503,FBT40424
HR 7504,HR7504,FBT41019
HR 7506,HR7506,FBT43410
HR 7507,HR7507,FBT40380
HR 7511,HR7511,FBT40387
HR 7511,HR7511,FBT40438
HR 7513,HR7513,FBT40387
HR 7519,HR7519,FBT13903
HR 7520,HR7520,FBT40113
HR 7521,HR7521,FBT40020
HR 7522,HR7522,FBT13830
HR 7523,HR7523,FBT13830
HR 7524,HR7524,FBT13830
HR 7527,HR7527,FBT40057
HR 7529,HR7529,FBT40115
HR 7529-01,HR752901,FBT40115
HR 7530,HR7530,FBT40021
HR 7531,HR7531,FBT40117
HR 7533,HR7533,FBT43413
HR 7534,HR7534,FBT40369
HR 7534-02,HR753402,FBT40369
HR 7535,HR7535,FBT40437
HR 7535,HR7535,FBT40555
HR 7537,HR7537,FBT40425
HR 7543,HR7543,FBT40362
HR 7543-01,HR754301,FBT40362
HR 7545,HR7545,FBT13830
HR 7549,HR7549,FBT13830
HR 7550,HR7550,FBT40112
HR 7554,HR7554,FBT40425
HR 7559,HR7559,FBT40020
HR 7562,HR7562,FBT40580
HR 7563,HR7563,FBT40391
HR 7565,HR7565,FBT40380
HR 7566,HR7566,FBT40421
HR 7570,HR7570,FBT40263
HR 7571,HR7571,FBT40424
HR 7572,HR7572,FBT40424
HR 7574,HR7574,FBT40420
HR 7577,HR7577,FBT40426
HR 7578,HR7578,FBT40040
HR 7578,HR7578,FBT40421
HR 7580,HR7580,FBT41039
HR 7583,HR7583,FBT40422
HR 7586,HR7586,FBT40227
HR 7588,HR7588,FBT40504
HR 7589,HR7589,FBT41039
HR 7590,HR7590,FBT40362
HR 7591,HR7591,FBT40384
HR 7592,HR7592,FBT40354
HR 7594,HR7594,FBT40423
HR 7600,HR7600,FBT40184
HR 7601,HR7601,FBT40171
HR 7604,HR7604,FBT40170
HR 7609,HR7609,FBT13964
HR 7612,HR7612,FBT40093
HR 7618,HR7618,FBT40080
HR 7620,HR7620,FBT13604
HR 7623,HR7623,FBT40188
HR 7624,HR7624,FBT13957
HR 7634,HR7634,FBT40321
HR 7639,HR7639,FBT40257
HR 7643,HR7643,FBT40172
HR 7644,HR7644,FBT40265
HR 7656,HR7656,FBT40746
HR 7666,HR7666,FBT40183
HR 7668,HR7668,FBT13700
HR 7668,HR7668,FBT40344
HR 7669,HR7669,FBT40179
HR 7671,HR7671,FBT40175
HR 7679,HR7679,FBT40153
HR 7680,HR7680,FBT40554
HR 7682,HR7682,FBT40386
HR 7683,HR7683,FBT40385
HR 7684,HR7684,FBT40465
HR 7685,HR7685,FBT40219
HR 7688,HR7688,FBT13806
HR 7694,HR7694,FBT40177
HR 7713,HR7713,FBT40197
HR 7716,HR7716,FBT40102
HR 7728,HR7728,FBT40199
HR 7730,HR7730,FBT40678
HR 7731,HR7731,FBT40200
HR 7736,HR7736,FBT40155
HR 7748,HR7748,FBT40262
HR 7754,HR7754,FBT40469
HR 7762,HR7762,FBT40488
HR 7768,HR7768,FBT13974
HR 7770,HR7770,FBT40393
HR 7772,HR7772,FBT40186
HR 7774,HR7774,FBT40472
HR 7781,HR7781,FBT40462
HR 7789,HR7789,FBT40382
HR 7796,HR7796,FBT40219
HR 7797,HR7797,FBT40539
HR 7800,HR7800,FBT40008
HR 7803,HR7803,FBT40843
HR 7806,HR7806,FBT40466
HR 7808,HR7808,FBT40358
HR 7811,HR7811,FBT40870
HR 7813,HR7813,FBT40487
HR 7814,HR7814,FBT40492
HR 7815,HR7815,FBT41055
HR 7816,HR7816,FBT40635
HR 7817,HR7817,FBT40186
HR 7818,HR7818,FBT40483
HR 7820,HR7820,FBT40602
HR 7830,HR7830,FBT40051
HR 7834,HR7834,FBT40348
HR 7839,HR7839,FBT40322
HR 7840,HR7840,FBT40200
HR 7852,HR7852,FBT40656
HR 7856,HR7856,FBT40490
HR 7862,HR7862,FBT40381
HR 7865,HR7865,FBT40133
HR 7867,HR7867,FBT40648
HR 7871,HR7871,FBT40424
HR 7877,HR7877,FBT40429
HR 7880,HR7880,FBT40473
HR 7880,HR7880,FBT40491
HR 7884,HR7884,FBT40762
HR 7896,HR7896,FBT40630
HR 7898,HR7898,FBT40837
HR 7906,HR7906,FBT40551
HR 7916,HR7916,FBT40226
HR 7918,HR7918,FBT40256
HR 7919,HR7919,FBT40522
HR 7922,HR7922,FBT40748
HR 7924,HR7924,FBT40759
HR 7927,HR7927,FBT40708
HR 7927,HR7927,FBT40929
HR 7934,HR7934,FBT40985
HR 7938,HR7938,FBT40088
HR 7944,HR7944,FBT40623
HR 7950,HR7950,FBT40601
HR 7950,HR7950,FBT40782
HR 7951,HR7951,FBT40392
HR 7959,HR7959,FBT40655
HR 7963,HR7963,FBT40747
HR 7965,HR7965,FBT40385
HR 7969,HR7969,FBT41371
HR 7970,HR7970,FBT40902
HR 7971,HR7971,FBT40250
HR 7973,HR7973,FBT40489
HR 7974,HR7974,FBT41150
HR 7977,HR7977,FBT40486
HR 80001,HR80001,FBT40950
HR 80005,HR80005,FBT41166
HR 80007,HR80007,FBT40917
HR 80010,HR80010,FBT41076
HR 80016,HR80016,FBT41231
HR 8002,HR8002,FBT40963
HR 80021,HR80021,FBT41133
HR 80022,HR80022,FBT41038
HR 80024,HR80024,FBT41126
HR 80028,HR80028,FBT41097
HR 80033,HR80033,FBT41370
HR 80035,HR80035,FBT41149
HR 80037,HR80037,FBT41075
HR 80038,HR80038,FBT41099
HR 80039,HR80039,FBT41098
HR 80040,HR80040,FBT41173
HR 80044,HR80044,FBT41377
HR 8005,HR8005,FBT40956
HR 80056,HR80056,FBT41130
HR 80059,HR80059,FBT41399
HR 8006,HR8006,FBT40592
HR 80060,HR80060,FBT41176
HR 80061,HR80061,FBT41185
HR 80062,HR80062,FBT41186
HR 80063,HR80063,FBT41189
HR 80064,HR80064,FBT41153
HR 80065,HR80065,FBT41156
HR 80066,HR80066,FBT41180
HR 80067,HR80067,FBT41221
HR 80068,HR80068,FBT41222
HR 80069,HR80069,FBT41223
HR 8007,HR8007,FBT40515
HR 80070,HR80070,FBT41224
HR 80071,HR80071,FBT41225
HR 80072,HR80072,FBT40771
HR 80074,HR80074,FBT41137
HR 80076,HR80076,FBT41020
HR 80077,HR80077,FBT41285
HR 8008,HR8008,FBT40668
HR 80090,HR80090,FBT41183
HR 80091,HR80091,FBT41184
HR 80092,HR80092,FBT41155
HR 80096,HR80096,FBT41142
HR 80098,HR80098,FBT41152
HR 80099,HR80099,FBT41159
HR 8010,HR8010,FBT40657
HR 8011,HR8011,FBT40495
HR 80114,HR80114,FBT41172
HR 80117,HR80117,FBT41212
HR 80119,HR80119,FBT41198
HR 80120,HR80120,FBT40830
HR 80124,HR80124,FBT41098
HR 80134,HR80134,FBT41402
HR 80136,HR80136,FBT41338
HR 80137,HR80137,FBT41226
HR 80139,HR80139,FBT41365
HR 8019,HR8019,FBT40982
HR 8020,HR8020,FBT41100
HR 8021,HR8021,FBT41090
HR 80214,HR80214,FBT41013
HR 8022,HR8022,FBT40660
HR 80220,HR80220,FBT41252
HR 8025,HR8025,FBT40762
HR 8026,HR8026,FBT40762
HR 8027,HR8027,FBT41291
HR 8028,HR8028,FBT40483
HR 8029,HR8029,FBT40681
HR 8030,HR8030,FBT40669
HR 8030,HR8030,FBT40807
HR 8030,HR8030,FBT40856
HR 8031,HR8031,FBT41230
HR 8032,HR8032,FBT40731
HR 8033,HR8033,FBT40730
HR 8035,HR8035,FBT40580
HR 8036,HR8036,FBT40499
HR 8039,HR8039,FBT13830
HR 8041,HR8041,FBT40516
HR 8045,HR8045,FBT40778
HR 8046,HR8046,FBT40452
HR 8047,HR8047,FBT40504
HR 8048,HR8048,FBT40395
HR 8051,HR8051,FBT40662
HR 8055,HR8055,FBT40342
HR 8057,HR8057,FBT40395
HR 8066,HR8066,FBT40269
HR 8069,HR8069,FBT41132
HR 8071,HR8071,FBT40811
HR 8074,HR8074,FBT40320
HR 8077,HR8077,FBT40377
HR 8084,HR8084,FBT40165
HR 8089,HR8089,FBT40435
HR 8092,HR8092,FBT40631
HR 8095,HR8095,FBT40683
HR 8096,HR8096,FBT40152
HR 8100,HR8100,FBT40540
HR 8116,HR8116,FBT41045
HR 8117,HR8117,FBT40811
HR 8118,HR8118,FBT40601
HR 8119,HR8119,FBT40487
HR 8122,HR8122,FBT13903
HR 8122,HR8122,FBT40517
HR 8123,HR8123,FBT41314
HR 8124,HR8124,FBT40666
HR 8125,HR8125,FBT40602
HR 8125,HR8125,FBT40634
HR 8126,HR8126,FBT40186
HR 8157,HR8157,FBT40439
HR 8161,HR8161,FBT40743
HR 8162,HR8162,FBT40765
HR 8163,HR8163,FBT41367
HR 8169,HR8169,FBT40523
HR 8170,HR8170,FBT40980
HR 8173,HR8173,FBT40821
HR 8181,HR8181,FBT40958
HR 8183,HR8183,FBT41193
HR 8186,HR8186,FBT40762
HR 8188,HR8188,FBT40498
HR 8194,HR8194,FBT40620
HR 8194,HR8194,FBT40764
HR 8196,HR8196,FBT40716
HR 8201,HR8201,FBT40832
HR 8212,HR8212,FBT41350
HR 8216,HR8216,FBT40563
HR 8218,HR8218,FBT40229
HR 8221,HR8221,FBT41403
HR 8225,HR8225,FBT40754
HR 8226,HR8226,FBT40580
HR 8228,HR8228,FBT40667
HR 8230,HR8230,FBT40794
HR 8232,HR8232,FBT40806
HR 8236,HR8236,FBT40891
HR 8237,HR8237,FBT41316
HR 8238,HR8238,FBT40781
HR 8242,HR8242,FBT40989
HR 8260,HR8260,FBT40952
HR 8273,HR8273,FBT40738
HR 8275,HR8275,FBT40621
HR 8279,HR8279,FBT40796
HR 8304,HR8304,FBT40815
HR 8304,HR8304,FBT41055
HR 8312,HR8312,FBT41354
HR 8314,HR8314,FBT40813
HR 8316,HR8316,FBT40832
HR 8317,HR8317,FBT40951
HR 8320,HR8320,FBT40680
HR 8321,HR8321,FBT40704
HR 8323,HR8323,FBT40801
HR 8325,HR8325,FBT40780
HR 8333,HR8333,FBT41000
HR 8336,HR8336,FBT40718
HR 8338,HR8338,FBT40820
HR 8339,HR8339,FBT40711
HR 8340,HR8340,FBT40600
HR 8341,HR8341,FBT40744
HR 8342,HR8342,FBT40749
HR 8345,HR8345,FBT40732
HR 8358,HR8358,FBT41052
HR 8360,HR8360,FBT40647
HR 8366,HR8366,FBT40827
HR 8368,HR8368,FBT40719
HR 8370,HR8370,FBT41094
HR 8371,HR8371,FBT41310
HR 8372,HR8372,FBT40834
HR 8373,HR8373,FBT40799
HR 8375,HR8375,FBT41190
HR 8378,HR8378,FBT40322
HR 8379,HR8379,FBT40954
HR 8380,HR8380,FBT40707
HR 8381,HR8381,FBT40991
HR 8387,HR8387,FBT40759
HR 8388,HR8388,FBT41178
HR 8389,HR8389,FBT41127
HR 8402,HR8402,FBT40711
HR 8404,HR8404,FBT40814
HR 8405,HR8405,FBT40832
HR 8407,HR8407,FBT40792
HR 8409,HR8409,FBT40715
HR 8411,HR8411,FBT41139
HR 8415,HR8415,FBT40791
HR 8416,HR8416,FBT40564
HR 8417,HR8417,FBT40873
HR 8419,HR8419,FBT40810
HR 8421,HR8421,FBT40713
HR 8428,HR8428,FBT40684
HR 8430,HR8430,FBT40817
HR 8431,HR8431,FBT40840
HR 8434,HR8434,FBT40884
HR 8441,HR8441,FBT40733
HR 8444,HR8444,FBT40818
HR 8445,HR8445,FBT40736
HR 8449,HR8449,FBT40855
HR 8450,HR8450,FBT40757
HR 8452,HR8452,FBT41196
HR 8457,HR8457,FBT40859
HR 8468,HR8468,FBT41251
HR 8469,HR8469,FBT40832
HR 8470,HR8470,FBT40714
HR 8471,HR8471,FBT40833
HR 8474,HR8474,FBT40816
HR 8477,HR8477,FBT41161
HR 8482,HR8482,FBT40770
HR 8484,HR8484,FBT41106
HR 8490,HR8490,FBT13983
HR 8491,HR8491,FBT40836
HR 8519,HR8519,FBT40797
HR 8520,HR8520,FBT41296
HR 8522,HR8522,FBT40908
HR 8523,HR8523,FBT40903
HR 8526,HR8526,FBT40910
HR 8528,HR8528,FBT40782
HR 8529,HR8529,FBT40862
HR 8532,HR8532,FBT40758
HR 8535,HR8535,FBT40802
HR 8536,HR8536,FBT40152
HR 8537,HR8537,FBT40752
HR 8538,HR8538,FBT40152
HR 8539,HR8539,FBT40822
HR 8540,HR8540,FBT40751
HR 8541,HR8541,FBT40976
HR 8542,HR8542,FBT40861
HR 8545,HR8545,FBT40784
HR 8546,HR8546,FBT40892
HR 8549,HR8549,FBT40951
HR 8550,HR8550,FBT40704
HR 8552,HR8552,FBT40818
HR 8553,HR8553,FBT40725
HR 8554,HR8554,FBT40741
HR 8559,HR8559,FBT40596
HR 8560,HR8560,FBT40987
HR 8561,HR8561,FBT40720
HR 8563,HR8563,FBT40709
HR 8566,HR8566,FBT40838
HR 8570,HR8570,FBT40975
HR 8571,HR8571,FBT40933
HR 8571,HR8571,FBT41003
HR 8572,HR8572,FBT40902
HR 8579,HR8579,FBT40835
HR 8583,HR8583,FBT40826
HR 8584,HR8584,FBT40905
HR 8585,HR8585,FBT41355
HR 8586,HR8586,FBT40750
HR 8589,HR8589,FBT13830
HR 8598,HR8598,FBT40825
HR 8601,HR8601,FBT40782
HR 8602,HR8602,FBT40913
HR 8604,HR8604,FBT40839
HR 8605,HR8605,FBT40152
HR 8610,HR8610,FBT40986
HR 8614,HR8614,FBT41151
HR 8619,HR8619,FBT40819
HR 8620,HR8620,FBT40717
HR 8623,HR8623,FBT40900
HR 8624,HR8624,FBT40824
HR 8625,HR8625,FBT41102
HR 8627,HR8627,FBT40950
HR 8628,HR8628,FBT41095
HR 8629,HR8629,FBT41083
HR 8633,HR8633,FBT40931
HR 8637,HR8637,FBT40768
HR 8638,HR8638,FBT41295
HR 8644,HR8644,FBT40869
HR 8646,HR8646,FBT40888
HR 8648,HR8648,FBT40887
HR 8649,HR8649,FBT41134
HR 8650,HR8650,FBT40906
HR 8652,HR8652,FBT40890
HR 8653,HR8653,FBT40893
HR 8656,HR8656,FBT41368
HR 8659,HR8659,FBT40911
